"Time (CET)","Italy (IT) > Switzerland (CH) [MW]","Switzerland (CH) > Italy (IT) [MW]"
"19.01.2018 16:00 - 19.01.2018 17:00","0","2829"
"19.01.2018 17:00 - 19.01.2018 18:00","0","3245"
"19.01.2018 18:00 - 19.01.2018 19:00","0","3131"
"19.01.2018 19:00 - 19.01.2018 20:00","0","3074"
"19.01.2018 20:00 - 19.01.2018 21:00","0","3232"
"19.01.2018 21:00 - 19.01.2018 22:00","0","3450"
"19.01.2018 22:00 - 19.01.2018 23:00","0","3250"
"19.01.2018 23:00 - 20.01.2018 00:00","0","3228"
"20.01.2018 00:00 - 20.01.2018 01:00","0","3410"
"20.01.2018 01:00 - 20.01.2018 02:00","0","3553"
"20.01.2018 02:00 - 20.01.2018 03:00","0","3505"
"20.01.2018 03:00 - 20.01.2018 04:00","0","3448"
"20.01.2018 04:00 - 20.01.2018 05:00","0","3593"
"20.01.2018 05:00 - 20.01.2018 06:00","0","3768"
"20.01.2018 06:00 - 20.01.2018 07:00","0","3871"
"20.01.2018 07:00 - 20.01.2018 08:00","0","4086"
"20.01.2018 08:00 - 20.01.2018 09:00","0","3962"
"20.01.2018 09:00 - 20.01.2018 10:00","0","3889"
"20.01.2018 10:00 - 20.01.2018 11:00","0","3873"
"20.01.2018 11:00 - 20.01.2018 12:00","0","3698"
"20.01.2018 12:00 - 20.01.2018 13:00","0","2950"
"20.01.2018 13:00 - 20.01.2018 14:00","0","2844"
"20.01.2018 14:00 - 20.01.2018 15:00","0","2974"
"20.01.2018 15:00 - 20.01.2018 16:00","0","3261"
"20.01.2018 16:00 - 20.01.2018 17:00","0","3211"
"20.01.2018 17:00 - 20.01.2018 18:00","0","3176"
"20.01.2018 18:00 - 20.01.2018 19:00","0","3226"
"20.01.2018 19:00 - 20.01.2018 20:00","0","3393"
"20.01.2018 20:00 - 20.01.2018 21:00","0","3751"
"20.01.2018 21:00 - 20.01.2018 22:00","0","3830"
"20.01.2018 22:00 - 20.01.2018 23:00","0","3479"
"20.01.2018 23:00 - 21.01.2018 00:00","0","3353"
"21.01.2018 00:00 - 21.01.2018 01:00","0","3340"
"21.01.2018 01:00 - 21.01.2018 02:00","0","3054"
"21.01.2018 02:00 - 21.01.2018 03:00","0","2978"
"21.01.2018 03:00 - 21.01.2018 04:00","0","2660"
"21.01.2018 04:00 - 21.01.2018 05:00","0","2711"
"21.01.2018 05:00 - 21.01.2018 06:00","0","2871"
"21.01.2018 06:00 - 21.01.2018 07:00","0","2920"
"21.01.2018 07:00 - 21.01.2018 08:00","0","3273"
"21.01.2018 08:00 - 21.01.2018 09:00","0","3413"
"21.01.2018 09:00 - 21.01.2018 10:00","0","2913"
"21.01.2018 10:00 - 21.01.2018 11:00","0","1989"
"21.01.2018 11:00 - 21.01.2018 12:00","0","2035"
"21.01.2018 12:00 - 21.01.2018 13:00","0","2002"
"21.01.2018 13:00 - 21.01.2018 14:00","0","1448"
"21.01.2018 14:00 - 21.01.2018 15:00","0","1688"
"21.01.2018 15:00 - 21.01.2018 16:00","0","1737"
"21.01.2018 16:00 - 21.01.2018 17:00","0","1703"
"21.01.2018 17:00 - 21.01.2018 18:00","0","2510"
"21.01.2018 18:00 - 21.01.2018 19:00","0","3644"
"21.01.2018 19:00 - 21.01.2018 20:00","0","4038"
"21.01.2018 20:00 - 21.01.2018 21:00","0","4040"
"21.01.2018 21:00 - 21.01.2018 22:00","0","3913"
"21.01.2018 22:00 - 21.01.2018 23:00","0","3714"
"21.01.2018 23:00 - 22.01.2018 00:00","0","3357"
"22.01.2018 00:00 - 22.01.2018 01:00","0","2584"
"22.01.2018 01:00 - 22.01.2018 02:00","0","2391"
"22.01.2018 02:00 - 22.01.2018 03:00","0","2535"
"22.01.2018 03:00 - 22.01.2018 04:00","0","2768"
"22.01.2018 04:00 - 22.01.2018 05:00","0","2944"
"22.01.2018 05:00 - 22.01.2018 06:00","0","3047"
"22.01.2018 06:00 - 22.01.2018 07:00","0","3288"
"22.01.2018 07:00 - 22.01.2018 08:00","0","3638"
"22.01.2018 08:00 - 22.01.2018 09:00","0","3887"
"22.01.2018 09:00 - 22.01.2018 10:00","0","3711"
"22.01.2018 10:00 - 22.01.2018 11:00","0","3842"
"22.01.2018 11:00 - 22.01.2018 12:00","0","3213"
"22.01.2018 12:00 - 22.01.2018 13:00","0","2500"
"22.01.2018 13:00 - 22.01.2018 14:00","0","2877"
"22.01.2018 14:00 - 22.01.2018 15:00","0","3409"
"22.01.2018 15:00 - 22.01.2018 16:00","0","3462"
"22.01.2018 16:00 - 22.01.2018 17:00","0","3692"
"22.01.2018 17:00 - 22.01.2018 18:00","0","4117"
"22.01.2018 18:00 - 22.01.2018 19:00","0","4284"
"22.01.2018 19:00 - 22.01.2018 20:00","0","4371"
"22.01.2018 20:00 - 22.01.2018 21:00","0","4399"
"22.01.2018 21:00 - 22.01.2018 22:00","0","4344"
"22.01.2018 22:00 - 22.01.2018 23:00","0","4322"
"22.01.2018 23:00 - 23.01.2018 00:00","0","4011"
"23.01.2018 00:00 - 23.01.2018 01:00","0","4352"
"23.01.2018 01:00 - 23.01.2018 02:00","0","4380"
"23.01.2018 02:00 - 23.01.2018 03:00","0","4119"
"23.01.2018 03:00 - 23.01.2018 04:00","0","3926"
"23.01.2018 04:00 - 23.01.2018 05:00","0","3901"
"23.01.2018 05:00 - 23.01.2018 06:00","0","4062"
"23.01.2018 06:00 - 23.01.2018 07:00","0","3997"
"23.01.2018 07:00 - 23.01.2018 08:00","0","3964"
"23.01.2018 08:00 - 23.01.2018 09:00","0","4199"
"23.01.2018 09:00 - 23.01.2018 10:00","0","4174"
"23.01.2018 10:00 - 23.01.2018 11:00","0","3552"
"23.01.2018 11:00 - 23.01.2018 12:00","0","3855"
"23.01.2018 12:00 - 23.01.2018 13:00","0","3022"
"23.01.2018 13:00 - 23.01.2018 14:00","0","2932"
"23.01.2018 14:00 - 23.01.2018 15:00","0","3193"
"23.01.2018 15:00 - 23.01.2018 16:00","0","3373"
"23.01.2018 16:00 - 23.01.2018 17:00","0","3436"
"23.01.2018 17:00 - 23.01.2018 18:00","0","4180"
"23.01.2018 18:00 - 23.01.2018 19:00","0","4368"
"23.01.2018 19:00 - 23.01.2018 20:00","0","4221"
"23.01.2018 20:00 - 23.01.2018 21:00","0","3667"
"23.01.2018 21:00 - 23.01.2018 22:00","0","3343"
"23.01.2018 22:00 - 23.01.2018 23:00","0","3313"
"23.01.2018 23:00 - 24.01.2018 00:00","0","3224"
"24.01.2018 00:00 - 24.01.2018 01:00","0","3159"
"24.01.2018 01:00 - 24.01.2018 02:00","0","3052"
"24.01.2018 02:00 - 24.01.2018 03:00","0","2795"
"24.01.2018 03:00 - 24.01.2018 04:00","0","2679"
"24.01.2018 04:00 - 24.01.2018 05:00","0","2781"
"24.01.2018 05:00 - 24.01.2018 06:00","0","2763"
"24.01.2018 06:00 - 24.01.2018 07:00","0","3311"
"24.01.2018 07:00 - 24.01.2018 08:00","0","3670"
"24.01.2018 08:00 - 24.01.2018 09:00","0","3674"
"24.01.2018 09:00 - 24.01.2018 10:00","0","3410"
"24.01.2018 10:00 - 24.01.2018 11:00","0","3179"
"24.01.2018 11:00 - 24.01.2018 12:00","0","3008"
"24.01.2018 12:00 - 24.01.2018 13:00","0","2259"
"24.01.2018 13:00 - 24.01.2018 14:00","0","2199"
"24.01.2018 14:00 - 24.01.2018 15:00","0","3253"
"24.01.2018 15:00 - 24.01.2018 16:00","0","3516"
"24.01.2018 16:00 - 24.01.2018 17:00","0","3401"
"24.01.2018 17:00 - 24.01.2018 18:00","0","3368"
"24.01.2018 18:00 - 24.01.2018 19:00","0","3302"
"24.01.2018 19:00 - 24.01.2018 20:00","0","3364"
"24.01.2018 20:00 - 24.01.2018 21:00","0","3694"
"24.01.2018 21:00 - 24.01.2018 22:00","0","3620"
"24.01.2018 22:00 - 24.01.2018 23:00","0","3364"
"24.01.2018 23:00 - 25.01.2018 00:00","0","3035"
"25.01.2018 00:00 - 25.01.2018 01:00","0","3197"
"25.01.2018 01:00 - 25.01.2018 02:00","0","3300"
"25.01.2018 02:00 - 25.01.2018 03:00","0","3192"
"25.01.2018 03:00 - 25.01.2018 04:00","0","3117"
"25.01.2018 04:00 - 25.01.2018 05:00","0","2868"
"25.01.2018 05:00 - 25.01.2018 06:00","0","2918"
"25.01.2018 06:00 - 25.01.2018 07:00","0","3481"
"25.01.2018 07:00 - 25.01.2018 08:00","0","3413"
"25.01.2018 08:00 - 25.01.2018 09:00","0","3689"
"25.01.2018 09:00 - 25.01.2018 10:00","0","3880"
"25.01.2018 10:00 - 25.01.2018 11:00","0","4022"
"25.01.2018 11:00 - 25.01.2018 12:00","0","3699"
"25.01.2018 12:00 - 25.01.2018 13:00","0","3537"
"25.01.2018 13:00 - 25.01.2018 14:00","0","3794"
"25.01.2018 14:00 - 25.01.2018 15:00","0","4128"
"25.01.2018 15:00 - 25.01.2018 16:00","0","4157"
"25.01.2018 16:00 - 25.01.2018 17:00","0","4083"
"25.01.2018 17:00 - 25.01.2018 18:00","0","4228"
"25.01.2018 18:00 - 25.01.2018 19:00","0","4464"
"25.01.2018 19:00 - 25.01.2018 20:00","0","4401"
"25.01.2018 20:00 - 25.01.2018 21:00","0","4219"
"25.01.2018 21:00 - 25.01.2018 22:00","0","4059"
"25.01.2018 22:00 - 25.01.2018 23:00","0","4217"
"25.01.2018 23:00 - 26.01.2018 00:00","0","4198"
"26.01.2018 00:00 - 26.01.2018 01:00","0","4255"
"26.01.2018 01:00 - 26.01.2018 02:00","0","4248"
"26.01.2018 02:00 - 26.01.2018 03:00","0","4010"
"26.01.2018 03:00 - 26.01.2018 04:00","0","3876"
"26.01.2018 04:00 - 26.01.2018 05:00","0","3754"
"26.01.2018 05:00 - 26.01.2018 06:00","0","3954"
"26.01.2018 06:00 - 26.01.2018 07:00","0","3506"
"26.01.2018 07:00 - 26.01.2018 08:00","0","3031"
"26.01.2018 08:00 - 26.01.2018 09:00","0","3608"
"26.01.2018 09:00 - 26.01.2018 10:00","0","3574"
"26.01.2018 10:00 - 26.01.2018 11:00","0","2706"
"26.01.2018 11:00 - 26.01.2018 12:00","0","2661"
"26.01.2018 12:00 - 26.01.2018 13:00","0","2305"
"26.01.2018 13:00 - 26.01.2018 14:00","0","2503"
"26.01.2018 14:00 - 26.01.2018 15:00","0","3101"
"26.01.2018 15:00 - 26.01.2018 16:00","0","3518"
"26.01.2018 16:00 - 26.01.2018 17:00","0","3541"
"26.01.2018 17:00 - 26.01.2018 18:00","0","3703"
"26.01.2018 18:00 - 26.01.2018 19:00","0","3936"
"26.01.2018 19:00 - 26.01.2018 20:00","0","3726"
"26.01.2018 20:00 - 26.01.2018 21:00","0","3891"
"26.01.2018 21:00 - 26.01.2018 22:00","0","3955"
"26.01.2018 22:00 - 26.01.2018 23:00","0","3847"
"26.01.2018 23:00 - 27.01.2018 00:00","0","3690"
"27.01.2018 00:00 - 27.01.2018 01:00","0","3874"
"27.01.2018 01:00 - 27.01.2018 02:00","0","3812"
"27.01.2018 02:00 - 27.01.2018 03:00","0","3894"
"27.01.2018 03:00 - 27.01.2018 04:00","0","3899"
"27.01.2018 04:00 - 27.01.2018 05:00","0","3935"
"27.01.2018 05:00 - 27.01.2018 06:00","0","3935"
"27.01.2018 06:00 - 27.01.2018 07:00","0","4083"
"27.01.2018 07:00 - 27.01.2018 08:00","0","4330"
"27.01.2018 08:00 - 27.01.2018 09:00","0","4172"
"27.01.2018 09:00 - 27.01.2018 10:00","0","4121"
"27.01.2018 10:00 - 27.01.2018 11:00","0","4053"
"27.01.2018 11:00 - 27.01.2018 12:00","0","4013"
"27.01.2018 12:00 - 27.01.2018 13:00","0","3662"
"27.01.2018 13:00 - 27.01.2018 14:00","0","3616"
"27.01.2018 14:00 - 27.01.2018 15:00","0","3658"
"27.01.2018 15:00 - 27.01.2018 16:00","0","3866"
"27.01.2018 16:00 - 27.01.2018 17:00","0","3844"
"27.01.2018 17:00 - 27.01.2018 18:00","0","4155"
"27.01.2018 18:00 - 27.01.2018 19:00","0","4306"
"27.01.2018 19:00 - 27.01.2018 20:00","0","4457"
"27.01.2018 20:00 - 27.01.2018 21:00","0","4472"
"27.01.2018 21:00 - 27.01.2018 22:00","0","4384"
"27.01.2018 22:00 - 27.01.2018 23:00","0","3957"
"27.01.2018 23:00 - 28.01.2018 00:00","0","3705"
"28.01.2018 00:00 - 28.01.2018 01:00","0","3558"
"28.01.2018 01:00 - 28.01.2018 02:00","0","3468"
"28.01.2018 02:00 - 28.01.2018 03:00","0","3433"
"28.01.2018 03:00 - 28.01.2018 04:00","0","3670"
"28.01.2018 04:00 - 28.01.2018 05:00","0","3599"
"28.01.2018 05:00 - 28.01.2018 06:00","0","3669"
"28.01.2018 06:00 - 28.01.2018 07:00","0","4088"
"28.01.2018 07:00 - 28.01.2018 08:00","0","4242"
"28.01.2018 08:00 - 28.01.2018 09:00","0","4337"
"28.01.2018 09:00 - 28.01.2018 10:00","0","3932"
"28.01.2018 10:00 - 28.01.2018 11:00","0","3652"
"28.01.2018 11:00 - 28.01.2018 12:00","0","3709"
"28.01.2018 12:00 - 28.01.2018 13:00","0","3415"
"28.01.2018 13:00 - 28.01.2018 14:00","0","3214"
"28.01.2018 14:00 - 28.01.2018 15:00","0","3541"
"28.01.2018 15:00 - 28.01.2018 16:00","0","3830"
"28.01.2018 16:00 - 28.01.2018 17:00","0","3789"
"28.01.2018 17:00 - 28.01.2018 18:00","0","4001"
"28.01.2018 18:00 - 28.01.2018 19:00","0","4106"
"28.01.2018 19:00 - 28.01.2018 20:00","0","4033"
"28.01.2018 20:00 - 28.01.2018 21:00","0","4159"
"28.01.2018 21:00 - 28.01.2018 22:00","0","3967"
"28.01.2018 22:00 - 28.01.2018 23:00","0","3818"
"28.01.2018 23:00 - 29.01.2018 00:00","0","3570"
"29.01.2018 00:00 - 29.01.2018 01:00","0","3701"
"29.01.2018 01:00 - 29.01.2018 02:00","0","3625"
"29.01.2018 02:00 - 29.01.2018 03:00","0","3337"
"29.01.2018 03:00 - 29.01.2018 04:00","0","3296"
"29.01.2018 04:00 - 29.01.2018 05:00","0","3276"
"29.01.2018 05:00 - 29.01.2018 06:00","0","3328"
"29.01.2018 06:00 - 29.01.2018 07:00","0","3916"
"29.01.2018 07:00 - 29.01.2018 08:00","0","4033"
"29.01.2018 08:00 - 29.01.2018 09:00","0","4021"
"29.01.2018 09:00 - 29.01.2018 10:00","0","3874"
"29.01.2018 10:00 - 29.01.2018 11:00","0","3468"
"29.01.2018 11:00 - 29.01.2018 12:00","0","3040"
"29.01.2018 12:00 - 29.01.2018 13:00","0","2585"
"29.01.2018 13:00 - 29.01.2018 14:00","0","2585"
"29.01.2018 14:00 - 29.01.2018 15:00","0","2995"
"29.01.2018 15:00 - 29.01.2018 16:00","0","3901"
"29.01.2018 16:00 - 29.01.2018 17:00","0","3928"
"29.01.2018 17:00 - 29.01.2018 18:00","0","4076"
"29.01.2018 18:00 - 29.01.2018 19:00","0","3983"
"29.01.2018 19:00 - 29.01.2018 20:00","0","3617"
"29.01.2018 20:00 - 29.01.2018 21:00","0","3695"
"29.01.2018 21:00 - 29.01.2018 22:00","0","3281"
"29.01.2018 22:00 - 29.01.2018 23:00","0","3255"
"29.01.2018 23:00 - 30.01.2018 00:00","0","2792"
"30.01.2018 00:00 - 30.01.2018 01:00","0","3264"
"30.01.2018 01:00 - 30.01.2018 02:00","0","3304"
"30.01.2018 02:00 - 30.01.2018 03:00","0","3066"
"30.01.2018 03:00 - 30.01.2018 04:00","0","2915"
"30.01.2018 04:00 - 30.01.2018 05:00","0","2945"
"30.01.2018 05:00 - 30.01.2018 06:00","0","3150"
"30.01.2018 06:00 - 30.01.2018 07:00","0","3431"
"30.01.2018 07:00 - 30.01.2018 08:00","0","4172"
"30.01.2018 08:00 - 30.01.2018 09:00","0","4258"
"30.01.2018 09:00 - 30.01.2018 10:00","0","4113"
"30.01.2018 10:00 - 30.01.2018 11:00","0","4059"
"30.01.2018 11:00 - 30.01.2018 12:00","0","4101"
"30.01.2018 12:00 - 30.01.2018 13:00","0","3345"
"30.01.2018 13:00 - 30.01.2018 14:00","0","3503"
"30.01.2018 14:00 - 30.01.2018 15:00","0","3973"
"30.01.2018 15:00 - 30.01.2018 16:00","0","4011"
"30.01.2018 16:00 - 30.01.2018 17:00","0","3971"
"30.01.2018 17:00 - 30.01.2018 18:00","0","4150"
"30.01.2018 18:00 - 30.01.2018 19:00","0","3860"
"30.01.2018 19:00 - 30.01.2018 20:00","0","4052"
"30.01.2018 20:00 - 30.01.2018 21:00","0","4266"
"30.01.2018 21:00 - 30.01.2018 22:00","0","3950"
"30.01.2018 22:00 - 30.01.2018 23:00","0","3892"
"30.01.2018 23:00 - 31.01.2018 00:00","0","3736"
"31.01.2018 00:00 - 31.01.2018 01:00","0","3691"
"31.01.2018 01:00 - 31.01.2018 02:00","0","3789"
"31.01.2018 02:00 - 31.01.2018 03:00","0","3510"
"31.01.2018 03:00 - 31.01.2018 04:00","0","3293"
"31.01.2018 04:00 - 31.01.2018 05:00","0","3352"
"31.01.2018 05:00 - 31.01.2018 06:00","0","3379"
"31.01.2018 06:00 - 31.01.2018 07:00","0","4055"
"31.01.2018 07:00 - 31.01.2018 08:00","0","4808"
"31.01.2018 08:00 - 31.01.2018 09:00","0","4621"
"31.01.2018 09:00 - 31.01.2018 10:00","0","4487"
"31.01.2018 10:00 - 31.01.2018 11:00","0","4507"
"31.01.2018 11:00 - 31.01.2018 12:00","0","4419"
"31.01.2018 12:00 - 31.01.2018 13:00","0","4016"
"31.01.2018 13:00 - 31.01.2018 14:00","0","3873"
"31.01.2018 14:00 - 31.01.2018 15:00","0","4032"
"31.01.2018 15:00 - 31.01.2018 16:00","0","4122"
"31.01.2018 16:00 - 31.01.2018 17:00","0","4122"
"31.01.2018 17:00 - 31.01.2018 18:00","0","3822"
"31.01.2018 18:00 - 31.01.2018 19:00","0","3942"
"31.01.2018 19:00 - 31.01.2018 20:00","0","4350"
"31.01.2018 20:00 - 31.01.2018 21:00","0","4026"
"31.01.2018 21:00 - 31.01.2018 22:00","0","3951"
"31.01.2018 22:00 - 31.01.2018 23:00","0","3915"
"31.01.2018 23:00 - 01.02.2018 00:00","0","3851"
"01.02.2018 00:00 - 01.02.2018 01:00","0","3458"
"01.02.2018 01:00 - 01.02.2018 02:00","0","3349"
"01.02.2018 02:00 - 01.02.2018 03:00","0","2996"
"01.02.2018 03:00 - 01.02.2018 04:00","0","2587"
"01.02.2018 04:00 - 01.02.2018 05:00","0","2595"
"01.02.2018 05:00 - 01.02.2018 06:00","0","2811"
"01.02.2018 06:00 - 01.02.2018 07:00","0","3450"
"01.02.2018 07:00 - 01.02.2018 08:00","0","3691"
"01.02.2018 08:00 - 01.02.2018 09:00","0","4305"
"01.02.2018 09:00 - 01.02.2018 10:00","0","4087"
"01.02.2018 10:00 - 01.02.2018 11:00","0","3615"
"01.02.2018 11:00 - 01.02.2018 12:00","0","3782"
"01.02.2018 12:00 - 01.02.2018 13:00","0","3332"
"01.02.2018 13:00 - 01.02.2018 14:00","0","3144"
"01.02.2018 14:00 - 01.02.2018 15:00","0","3186"
"01.02.2018 15:00 - 01.02.2018 16:00","0","3611"
"01.02.2018 16:00 - 01.02.2018 17:00","0","3834"
"01.02.2018 17:00 - 01.02.2018 18:00","0","4329"
"01.02.2018 18:00 - 01.02.2018 19:00","0","4324"
"01.02.2018 19:00 - 01.02.2018 20:00","0","4015"
"01.02.2018 20:00 - 01.02.2018 21:00","0","3815"
"01.02.2018 21:00 - 01.02.2018 22:00","0","3531"
"01.02.2018 22:00 - 01.02.2018 23:00","0","3169"
"01.02.2018 23:00 - 02.02.2018 00:00","0","2798"
"02.02.2018 00:00 - 02.02.2018 01:00","0","2938"
"02.02.2018 01:00 - 02.02.2018 02:00","0","2862"
"02.02.2018 02:00 - 02.02.2018 03:00","0","2804"
"02.02.2018 03:00 - 02.02.2018 04:00","0","2794"
"02.02.2018 04:00 - 02.02.2018 05:00","0","2870"
"02.02.2018 05:00 - 02.02.2018 06:00","0","2776"
"02.02.2018 06:00 - 02.02.2018 07:00","0","3206"
"02.02.2018 07:00 - 02.02.2018 08:00","0","4044"
"02.02.2018 08:00 - 02.02.2018 09:00","0","4293"
"02.02.2018 09:00 - 02.02.2018 10:00","0","4336"
"02.02.2018 10:00 - 02.02.2018 11:00","0","4253"
"02.02.2018 11:00 - 02.02.2018 12:00","0","4367"
"02.02.2018 12:00 - 02.02.2018 13:00","0","4059"
"02.02.2018 13:00 - 02.02.2018 14:00","0","4089"
"02.02.2018 14:00 - 02.02.2018 15:00","0","4254"
"02.02.2018 15:00 - 02.02.2018 16:00","0","4053"
"02.02.2018 16:00 - 02.02.2018 17:00","0","4039"
"02.02.2018 17:00 - 02.02.2018 18:00","0","4088"
"02.02.2018 18:00 - 02.02.2018 19:00","0","3935"
"02.02.2018 19:00 - 02.02.2018 20:00","0","3892"
"02.02.2018 20:00 - 02.02.2018 21:00","0","3914"
"02.02.2018 21:00 - 02.02.2018 22:00","0","3737"
"02.02.2018 22:00 - 02.02.2018 23:00","0","3470"
"02.02.2018 23:00 - 03.02.2018 00:00","0","2786"
"03.02.2018 00:00 - 03.02.2018 01:00","0","2493"
"03.02.2018 01:00 - 03.02.2018 02:00","0","2549"
"03.02.2018 02:00 - 03.02.2018 03:00","0","2554"
"03.02.2018 03:00 - 03.02.2018 04:00","0","2578"
"03.02.2018 04:00 - 03.02.2018 05:00","0","2662"
"03.02.2018 05:00 - 03.02.2018 06:00","0","2796"
"03.02.2018 06:00 - 03.02.2018 07:00","0","3138"
"03.02.2018 07:00 - 03.02.2018 08:00","0","3507"
"03.02.2018 08:00 - 03.02.2018 09:00","0","3923"
"03.02.2018 09:00 - 03.02.2018 10:00","0","4034"
"03.02.2018 10:00 - 03.02.2018 11:00","0","3668"
"03.02.2018 11:00 - 03.02.2018 12:00","0","3648"
"03.02.2018 12:00 - 03.02.2018 13:00","0","3030"
"03.02.2018 13:00 - 03.02.2018 14:00","0","2350"
"03.02.2018 14:00 - 03.02.2018 15:00","0","2849"
"03.02.2018 15:00 - 03.02.2018 16:00","0","3189"
"03.02.2018 16:00 - 03.02.2018 17:00","0","3305"
"03.02.2018 17:00 - 03.02.2018 18:00","0","3856"
"03.02.2018 18:00 - 03.02.2018 19:00","0","3883"
"03.02.2018 19:00 - 03.02.2018 20:00","0","4035"
"03.02.2018 20:00 - 03.02.2018 21:00","0","3983"
"03.02.2018 21:00 - 03.02.2018 22:00","0","3748"
"03.02.2018 22:00 - 03.02.2018 23:00","0","3007"
"03.02.2018 23:00 - 04.02.2018 00:00","0","2326"
"04.02.2018 00:00 - 04.02.2018 01:00","0","1803"
"04.02.2018 01:00 - 04.02.2018 02:00","0","1888"
"04.02.2018 02:00 - 04.02.2018 03:00","0","1784"
"04.02.2018 03:00 - 04.02.2018 04:00","0","2147"
"04.02.2018 04:00 - 04.02.2018 05:00","0","2255"
"04.02.2018 05:00 - 04.02.2018 06:00","0","2832"
"04.02.2018 06:00 - 04.02.2018 07:00","0","3421"
"04.02.2018 07:00 - 04.02.2018 08:00","0","3535"
"04.02.2018 08:00 - 04.02.2018 09:00","0","3644"
"04.02.2018 09:00 - 04.02.2018 10:00","0","3238"
"04.02.2018 10:00 - 04.02.2018 11:00","0","2677"
"04.02.2018 11:00 - 04.02.2018 12:00","0","2707"
"04.02.2018 12:00 - 04.02.2018 13:00","0","2560"
"04.02.2018 13:00 - 04.02.2018 14:00","0","2343"
"04.02.2018 14:00 - 04.02.2018 15:00","0","2565"
"04.02.2018 15:00 - 04.02.2018 16:00","0","2618"
"04.02.2018 16:00 - 04.02.2018 17:00","0","2666"
"04.02.2018 17:00 - 04.02.2018 18:00","0","3509"
"04.02.2018 18:00 - 04.02.2018 19:00","0","4442"
"04.02.2018 19:00 - 04.02.2018 20:00","0","4329"
"04.02.2018 20:00 - 04.02.2018 21:00","0","4291"
"04.02.2018 21:00 - 04.02.2018 22:00","0","4137"
"04.02.2018 22:00 - 04.02.2018 23:00","0","3745"
"04.02.2018 23:00 - 05.02.2018 00:00","0","3288"
"05.02.2018 00:00 - 05.02.2018 01:00","0","3277"
"05.02.2018 01:00 - 05.02.2018 02:00","0","3339"
"05.02.2018 02:00 - 05.02.2018 03:00","0","3055"
"05.02.2018 03:00 - 05.02.2018 04:00","0","2974"
"05.02.2018 04:00 - 05.02.2018 05:00","0","3093"
"05.02.2018 05:00 - 05.02.2018 06:00","0","3405"
"05.02.2018 06:00 - 05.02.2018 07:00","0","3564"
"05.02.2018 07:00 - 05.02.2018 08:00","0","4229"
"05.02.2018 08:00 - 05.02.2018 09:00","0","4276"
"05.02.2018 09:00 - 05.02.2018 10:00","0","3942"
"05.02.2018 10:00 - 05.02.2018 11:00","0","3960"
"05.02.2018 11:00 - 05.02.2018 12:00","0","3939"
"05.02.2018 12:00 - 05.02.2018 13:00","0","3533"
"05.02.2018 13:00 - 05.02.2018 14:00","0","3580"
"05.02.2018 14:00 - 05.02.2018 15:00","0","3697"
"05.02.2018 15:00 - 05.02.2018 16:00","0","4121"
"05.02.2018 16:00 - 05.02.2018 17:00","0","4311"
"05.02.2018 17:00 - 05.02.2018 18:00","0","4023"
"05.02.2018 18:00 - 05.02.2018 19:00","0","3980"
"05.02.2018 19:00 - 05.02.2018 20:00","0","4316"
"05.02.2018 20:00 - 05.02.2018 21:00","0","3780"
"05.02.2018 21:00 - 05.02.2018 22:00","0","3596"
"05.02.2018 22:00 - 05.02.2018 23:00","0","3530"
"05.02.2018 23:00 - 06.02.2018 00:00","0","3020"
"06.02.2018 00:00 - 06.02.2018 01:00","0","2898"
"06.02.2018 01:00 - 06.02.2018 02:00","0","2825"
"06.02.2018 02:00 - 06.02.2018 03:00","0","2779"
"06.02.2018 03:00 - 06.02.2018 04:00","0","3032"
"06.02.2018 04:00 - 06.02.2018 05:00","0","3044"
"06.02.2018 05:00 - 06.02.2018 06:00","0","3543"
"06.02.2018 06:00 - 06.02.2018 07:00","0","3675"
"06.02.2018 07:00 - 06.02.2018 08:00","0","3192"
"06.02.2018 08:00 - 06.02.2018 09:00","0","3275"
"06.02.2018 09:00 - 06.02.2018 10:00","0","3159"
"06.02.2018 10:00 - 06.02.2018 11:00","0","3375"
"06.02.2018 11:00 - 06.02.2018 12:00","0","3214"
"06.02.2018 12:00 - 06.02.2018 13:00","0","2726"
"06.02.2018 13:00 - 06.02.2018 14:00","0","3057"
"06.02.2018 14:00 - 06.02.2018 15:00","0","3624"
"06.02.2018 15:00 - 06.02.2018 16:00","0","3632"
"06.02.2018 16:00 - 06.02.2018 17:00","0","3982"
"06.02.2018 17:00 - 06.02.2018 18:00","0","3588"
"06.02.2018 18:00 - 06.02.2018 19:00","0","2864"
"06.02.2018 19:00 - 06.02.2018 20:00","0","2664"
"06.02.2018 20:00 - 06.02.2018 21:00","0","2539"
"06.02.2018 21:00 - 06.02.2018 22:00","0","2456"
"06.02.2018 22:00 - 06.02.2018 23:00","0","2644"
"06.02.2018 23:00 - 07.02.2018 00:00","0","2382"
"07.02.2018 00:00 - 07.02.2018 01:00","0","2312"
"07.02.2018 01:00 - 07.02.2018 02:00","0","2609"
"07.02.2018 02:00 - 07.02.2018 03:00","0","2841"
"07.02.2018 03:00 - 07.02.2018 04:00","0","2704"
"07.02.2018 04:00 - 07.02.2018 05:00","0","2861"
"07.02.2018 05:00 - 07.02.2018 06:00","0","3026"
"07.02.2018 06:00 - 07.02.2018 07:00","0","3570"
"07.02.2018 07:00 - 07.02.2018 08:00","0","3223"
"07.02.2018 08:00 - 07.02.2018 09:00","0","3785"
