"Time (CET)","Netherlands (NL) > Germany (DE) [MW]","Germany (DE) > Netherlands (NL) [MW]"
"30.06.2018 08:00 - 30.06.2018 09:00","0","3848"
"30.06.2018 09:00 - 30.06.2018 10:00","0","4111"
"30.06.2018 10:00 - 30.06.2018 11:00","0","4004"
"30.06.2018 11:00 - 30.06.2018 12:00","0","3990"
"30.06.2018 12:00 - 30.06.2018 13:00","0","4091"
"30.06.2018 13:00 - 30.06.2018 14:00","0","4092"
"30.06.2018 14:00 - 30.06.2018 15:00","0","4187"
"30.06.2018 15:00 - 30.06.2018 16:00","0","4046"
"30.06.2018 16:00 - 30.06.2018 17:00","0","4179"
"30.06.2018 17:00 - 30.06.2018 18:00","0","4215"
"30.06.2018 18:00 - 30.06.2018 19:00","0","4150"
"30.06.2018 19:00 - 30.06.2018 20:00","0","4120"
"30.06.2018 20:00 - 30.06.2018 21:00","0","4182"
"30.06.2018 21:00 - 30.06.2018 22:00","0","4442"
"30.06.2018 22:00 - 30.06.2018 23:00","0","4161"
"30.06.2018 23:00 - 01.07.2018 00:00","0","3798"
"01.07.2018 00:00 - 01.07.2018 01:00","0","3997"
"01.07.2018 01:00 - 01.07.2018 02:00","0","4191"
"01.07.2018 02:00 - 01.07.2018 03:00","0","4129"
"01.07.2018 03:00 - 01.07.2018 04:00","0","4009"
"01.07.2018 04:00 - 01.07.2018 05:00","0","3838"
"01.07.2018 05:00 - 01.07.2018 06:00","0","3737"
"01.07.2018 06:00 - 01.07.2018 07:00","0","3177"
"01.07.2018 07:00 - 01.07.2018 08:00","0","2932"
"01.07.2018 08:00 - 01.07.2018 09:00","0","3228"
"01.07.2018 09:00 - 01.07.2018 10:00","0","3973"
"01.07.2018 10:00 - 01.07.2018 11:00","0","4468"
"01.07.2018 11:00 - 01.07.2018 12:00","0","4804"
"01.07.2018 12:00 - 01.07.2018 13:00","0","4234"
"01.07.2018 13:00 - 01.07.2018 14:00","0","4140"
"01.07.2018 14:00 - 01.07.2018 15:00","0","4030"
"01.07.2018 15:00 - 01.07.2018 16:00","0","3673"
"01.07.2018 16:00 - 01.07.2018 17:00","0","3762"
"01.07.2018 17:00 - 01.07.2018 18:00","0","4100"
"01.07.2018 18:00 - 01.07.2018 19:00","0","4136"
"01.07.2018 19:00 - 01.07.2018 20:00","0","4031"
"01.07.2018 20:00 - 01.07.2018 21:00","0","4236"
"01.07.2018 21:00 - 01.07.2018 22:00","0","4056"
"01.07.2018 22:00 - 01.07.2018 23:00","0","4130"
"01.07.2018 23:00 - 02.07.2018 00:00","0","4053"
"02.07.2018 00:00 - 02.07.2018 01:00","0","3608"
"02.07.2018 01:00 - 02.07.2018 02:00","0","3968"
"02.07.2018 02:00 - 02.07.2018 03:00","0","4093"
"02.07.2018 03:00 - 02.07.2018 04:00","0","3716"
"02.07.2018 04:00 - 02.07.2018 05:00","0","3791"
"02.07.2018 05:00 - 02.07.2018 06:00","0","3341"
"02.07.2018 06:00 - 02.07.2018 07:00","0","1987"
"02.07.2018 07:00 - 02.07.2018 08:00","0","2362"
"02.07.2018 08:00 - 02.07.2018 09:00","0","2324"
"02.07.2018 09:00 - 02.07.2018 10:00","0","2427"
"02.07.2018 10:00 - 02.07.2018 11:00","0","2391"
"02.07.2018 11:00 - 02.07.2018 12:00","0","2333"
"02.07.2018 12:00 - 02.07.2018 13:00","0","2467"
"02.07.2018 13:00 - 02.07.2018 14:00","0","2349"
"02.07.2018 14:00 - 02.07.2018 15:00","0","2190"
"02.07.2018 15:00 - 02.07.2018 16:00","0","2025"
"02.07.2018 16:00 - 02.07.2018 17:00","0","2028"
"02.07.2018 17:00 - 02.07.2018 18:00","0","2969"
"02.07.2018 18:00 - 02.07.2018 19:00","0","2852"
"02.07.2018 19:00 - 02.07.2018 20:00","0","2576"
"02.07.2018 20:00 - 02.07.2018 21:00","0","2277"
"02.07.2018 21:00 - 02.07.2018 22:00","0","1830"
"02.07.2018 22:00 - 02.07.2018 23:00","0","2466"
"02.07.2018 23:00 - 03.07.2018 00:00","0","2782"
"03.07.2018 00:00 - 03.07.2018 01:00","0","3259"
"03.07.2018 01:00 - 03.07.2018 02:00","0","3714"
"03.07.2018 02:00 - 03.07.2018 03:00","0","3109"
"03.07.2018 03:00 - 03.07.2018 04:00","0","2649"
"03.07.2018 04:00 - 03.07.2018 05:00","0","2413"
"03.07.2018 05:00 - 03.07.2018 06:00","0","2284"
"03.07.2018 06:00 - 03.07.2018 07:00","0","1151"
"03.07.2018 07:00 - 03.07.2018 08:00","0","1231"
"03.07.2018 08:00 - 03.07.2018 09:00","0","1627"
"03.07.2018 09:00 - 03.07.2018 10:00","0","2508"
"03.07.2018 10:00 - 03.07.2018 11:00","0","2709"
"03.07.2018 11:00 - 03.07.2018 12:00","0","2570"
"03.07.2018 12:00 - 03.07.2018 13:00","0","2159"
"03.07.2018 13:00 - 03.07.2018 14:00","0","1768"
"03.07.2018 14:00 - 03.07.2018 15:00","0","1759"
"03.07.2018 15:00 - 03.07.2018 16:00","0","1695"
"03.07.2018 16:00 - 03.07.2018 17:00","0","1725"
"03.07.2018 17:00 - 03.07.2018 18:00","0","1891"
"03.07.2018 18:00 - 03.07.2018 19:00","0","1695"
"03.07.2018 19:00 - 03.07.2018 20:00","0","1885"
"03.07.2018 20:00 - 03.07.2018 21:00","0","1994"
"03.07.2018 21:00 - 03.07.2018 22:00","0","2186"
"03.07.2018 22:00 - 03.07.2018 23:00","0","2518"
"03.07.2018 23:00 - 04.07.2018 00:00","0","2176"
"04.07.2018 00:00 - 04.07.2018 01:00","0","2475"
"04.07.2018 01:00 - 04.07.2018 02:00","0","2498"
"04.07.2018 02:00 - 04.07.2018 03:00","0","2103"
"04.07.2018 03:00 - 04.07.2018 04:00","0","1689"
"04.07.2018 04:00 - 04.07.2018 05:00","0","1814"
"04.07.2018 05:00 - 04.07.2018 06:00","0","1845"
"04.07.2018 06:00 - 04.07.2018 07:00","0","1369"
"04.07.2018 07:00 - 04.07.2018 08:00","0","2295"
"04.07.2018 08:00 - 04.07.2018 09:00","0","2094"
"04.07.2018 09:00 - 04.07.2018 10:00","0","2557"
"04.07.2018 10:00 - 04.07.2018 11:00","0","2349"
"04.07.2018 11:00 - 04.07.2018 12:00","0","2130"
"04.07.2018 12:00 - 04.07.2018 13:00","0","1956"
"04.07.2018 13:00 - 04.07.2018 14:00","0","1887"
"04.07.2018 14:00 - 04.07.2018 15:00","0","1754"
"04.07.2018 15:00 - 04.07.2018 16:00","0","1777"
"04.07.2018 16:00 - 04.07.2018 17:00","0","2035"
"04.07.2018 17:00 - 04.07.2018 18:00","0","1948"
"04.07.2018 18:00 - 04.07.2018 19:00","0","2552"
"04.07.2018 19:00 - 04.07.2018 20:00","0","2827"
"04.07.2018 20:00 - 04.07.2018 21:00","0","2776"
"04.07.2018 21:00 - 04.07.2018 22:00","0","2628"
"04.07.2018 22:00 - 04.07.2018 23:00","0","2777"
"04.07.2018 23:00 - 05.07.2018 00:00","0","2733"
"05.07.2018 00:00 - 05.07.2018 01:00","0","2935"
"05.07.2018 01:00 - 05.07.2018 02:00","0","2840"
"05.07.2018 02:00 - 05.07.2018 03:00","0","2609"
"05.07.2018 03:00 - 05.07.2018 04:00","0","2407"
"05.07.2018 04:00 - 05.07.2018 05:00","0","2354"
"05.07.2018 05:00 - 05.07.2018 06:00","0","2412"
"05.07.2018 06:00 - 05.07.2018 07:00","0","1804"
"05.07.2018 07:00 - 05.07.2018 08:00","0","2485"
"05.07.2018 08:00 - 05.07.2018 09:00","0","2768"
"05.07.2018 09:00 - 05.07.2018 10:00","0","3549"
"05.07.2018 10:00 - 05.07.2018 11:00","0","3118"
"05.07.2018 11:00 - 05.07.2018 12:00","0","3107"
"05.07.2018 12:00 - 05.07.2018 13:00","0","3086"
"05.07.2018 13:00 - 05.07.2018 14:00","0","3092"
"05.07.2018 14:00 - 05.07.2018 15:00","0","2905"
"05.07.2018 15:00 - 05.07.2018 16:00","0","2767"
"05.07.2018 16:00 - 05.07.2018 17:00","0","2933"
"05.07.2018 17:00 - 05.07.2018 18:00","0","2946"
"05.07.2018 18:00 - 05.07.2018 19:00","0","3070"
"05.07.2018 19:00 - 05.07.2018 20:00","0","3162"
"05.07.2018 20:00 - 05.07.2018 21:00","0","2988"
"05.07.2018 21:00 - 05.07.2018 22:00","0","2977"
"05.07.2018 22:00 - 05.07.2018 23:00","0","2939"
"05.07.2018 23:00 - 06.07.2018 00:00","0","1968"
"06.07.2018 00:00 - 06.07.2018 01:00","0","2692"
"06.07.2018 01:00 - 06.07.2018 02:00","0","3154"
"06.07.2018 02:00 - 06.07.2018 03:00","0","2837"
"06.07.2018 03:00 - 06.07.2018 04:00","0","2680"
"06.07.2018 04:00 - 06.07.2018 05:00","0","2484"
"06.07.2018 05:00 - 06.07.2018 06:00","0","2536"
"06.07.2018 06:00 - 06.07.2018 07:00","0","2318"
"06.07.2018 07:00 - 06.07.2018 08:00","0","2269"
"06.07.2018 08:00 - 06.07.2018 09:00","0","2613"
"06.07.2018 09:00 - 06.07.2018 10:00","0","2998"
"06.07.2018 10:00 - 06.07.2018 11:00","0","2658"
"06.07.2018 11:00 - 06.07.2018 12:00","0","2530"
"06.07.2018 12:00 - 06.07.2018 13:00","0","2537"
"06.07.2018 13:00 - 06.07.2018 14:00","0","2736"
"06.07.2018 14:00 - 06.07.2018 15:00","0","2408"
"06.07.2018 15:00 - 06.07.2018 16:00","0","2429"
"06.07.2018 16:00 - 06.07.2018 17:00","0","2540"
"06.07.2018 17:00 - 06.07.2018 18:00","0","2979"
"06.07.2018 18:00 - 06.07.2018 19:00","0","2932"
"06.07.2018 19:00 - 06.07.2018 20:00","0","2895"
"06.07.2018 20:00 - 06.07.2018 21:00","0","2885"
"06.07.2018 21:00 - 06.07.2018 22:00","0","2840"
"06.07.2018 22:00 - 06.07.2018 23:00","0","2383"
"06.07.2018 23:00 - 07.07.2018 00:00","0","2118"
"07.07.2018 00:00 - 07.07.2018 01:00","0","3678"
"07.07.2018 01:00 - 07.07.2018 02:00","0","4368"
"07.07.2018 02:00 - 07.07.2018 03:00","0","4440"
"07.07.2018 03:00 - 07.07.2018 04:00","0","4362"
"07.07.2018 04:00 - 07.07.2018 05:00","0","4082"
"07.07.2018 05:00 - 07.07.2018 06:00","0","3719"
"07.07.2018 06:00 - 07.07.2018 07:00","0","3697"
"07.07.2018 07:00 - 07.07.2018 08:00","0","4027"
"07.07.2018 08:00 - 07.07.2018 09:00","0","3857"
"07.07.2018 09:00 - 07.07.2018 10:00","0","4087"
"07.07.2018 10:00 - 07.07.2018 11:00","0","3662"
"07.07.2018 11:00 - 07.07.2018 12:00","0","3468"
"07.07.2018 12:00 - 07.07.2018 13:00","0","3145"
"07.07.2018 13:00 - 07.07.2018 14:00","0","2803"
"07.07.2018 14:00 - 07.07.2018 15:00","0","2178"
"07.07.2018 15:00 - 07.07.2018 16:00","0","2459"
"07.07.2018 16:00 - 07.07.2018 17:00","0","2635"
"07.07.2018 17:00 - 07.07.2018 18:00","0","2886"
"07.07.2018 18:00 - 07.07.2018 19:00","0","2861"
"07.07.2018 19:00 - 07.07.2018 20:00","0","3000"
"07.07.2018 20:00 - 07.07.2018 21:00","0","3081"
"07.07.2018 21:00 - 07.07.2018 22:00","0","3245"
"07.07.2018 22:00 - 07.07.2018 23:00","0","3181"
"07.07.2018 23:00 - 08.07.2018 00:00","0","2993"
"08.07.2018 00:00 - 08.07.2018 01:00","0","3602"
"08.07.2018 01:00 - 08.07.2018 02:00","0","3973"
"08.07.2018 02:00 - 08.07.2018 03:00","0","3830"
"08.07.2018 03:00 - 08.07.2018 04:00","0","3971"
"08.07.2018 04:00 - 08.07.2018 05:00","0","4040"
"08.07.2018 05:00 - 08.07.2018 06:00","0","3891"
"08.07.2018 06:00 - 08.07.2018 07:00","0","3926"
"08.07.2018 07:00 - 08.07.2018 08:00","0","3581"
"08.07.2018 08:00 - 08.07.2018 09:00","0","3572"
"08.07.2018 09:00 - 08.07.2018 10:00","0","3853"
"08.07.2018 10:00 - 08.07.2018 11:00","0","3817"
"08.07.2018 11:00 - 08.07.2018 12:00","0","4087"
"08.07.2018 12:00 - 08.07.2018 13:00","0","4118"
"08.07.2018 13:00 - 08.07.2018 14:00","0","3808"
"08.07.2018 14:00 - 08.07.2018 15:00","0","3447"
"08.07.2018 15:00 - 08.07.2018 16:00","0","3638"
"08.07.2018 16:00 - 08.07.2018 17:00","0","3750"
"08.07.2018 17:00 - 08.07.2018 18:00","0","3704"
"08.07.2018 18:00 - 08.07.2018 19:00","0","3434"
"08.07.2018 19:00 - 08.07.2018 20:00","0","3387"
"08.07.2018 20:00 - 08.07.2018 21:00","0","3370"
"08.07.2018 21:00 - 08.07.2018 22:00","0","3478"
"08.07.2018 22:00 - 08.07.2018 23:00","0","3615"
"08.07.2018 23:00 - 09.07.2018 00:00","0","3183"
"09.07.2018 00:00 - 09.07.2018 01:00","0","2539"
"09.07.2018 01:00 - 09.07.2018 02:00","0","2802"
"09.07.2018 02:00 - 09.07.2018 03:00","0","3069"
"09.07.2018 03:00 - 09.07.2018 04:00","0","2913"
"09.07.2018 04:00 - 09.07.2018 05:00","0","2878"
"09.07.2018 05:00 - 09.07.2018 06:00","0","2869"
"09.07.2018 06:00 - 09.07.2018 07:00","0","1881"
"09.07.2018 07:00 - 09.07.2018 08:00","0","1956"
"09.07.2018 08:00 - 09.07.2018 09:00","0","2099"
"09.07.2018 09:00 - 09.07.2018 10:00","0","2511"
"09.07.2018 10:00 - 09.07.2018 11:00","0","2402"
"09.07.2018 11:00 - 09.07.2018 12:00","0","2385"
"09.07.2018 12:00 - 09.07.2018 13:00","0","2321"
"09.07.2018 13:00 - 09.07.2018 14:00","0","2214"
"09.07.2018 14:00 - 09.07.2018 15:00","0","2169"
"09.07.2018 15:00 - 09.07.2018 16:00","0","2593"
"09.07.2018 16:00 - 09.07.2018 17:00","0","2567"
"09.07.2018 17:00 - 09.07.2018 18:00","0","2553"
"09.07.2018 18:00 - 09.07.2018 19:00","0","2257"
"09.07.2018 19:00 - 09.07.2018 20:00","0","2108"
"09.07.2018 20:00 - 09.07.2018 21:00","0","2128"
"09.07.2018 21:00 - 09.07.2018 22:00","0","1581"
"09.07.2018 22:00 - 09.07.2018 23:00","0","1904"
"09.07.2018 23:00 - 10.07.2018 00:00","0","2098"
"10.07.2018 00:00 - 10.07.2018 01:00","0","1719"
"10.07.2018 01:00 - 10.07.2018 02:00","0","1383"
"10.07.2018 02:00 - 10.07.2018 03:00","0","1053"
"10.07.2018 03:00 - 10.07.2018 04:00","0","835"
"10.07.2018 04:00 - 10.07.2018 05:00","0","879"
"10.07.2018 05:00 - 10.07.2018 06:00","0","564"
"10.07.2018 06:00 - 10.07.2018 07:00","353","0"
"10.07.2018 07:00 - 10.07.2018 08:00","521","0"
"10.07.2018 08:00 - 10.07.2018 09:00","0","795"
"10.07.2018 09:00 - 10.07.2018 10:00","0","1550"
"10.07.2018 10:00 - 10.07.2018 11:00","0","1497"
"10.07.2018 11:00 - 10.07.2018 12:00","0","1518"
"10.07.2018 12:00 - 10.07.2018 13:00","0","1262"
"10.07.2018 13:00 - 10.07.2018 14:00","0","1106"
"10.07.2018 14:00 - 10.07.2018 15:00","0","1087"
"10.07.2018 15:00 - 10.07.2018 16:00","0","944"
"10.07.2018 16:00 - 10.07.2018 17:00","0","757"
"10.07.2018 17:00 - 10.07.2018 18:00","0","820"
"10.07.2018 18:00 - 10.07.2018 19:00","0","644"
"10.07.2018 19:00 - 10.07.2018 20:00","0","515"
"10.07.2018 20:00 - 10.07.2018 21:00","0","228"
"10.07.2018 21:00 - 10.07.2018 22:00","0","181"
"10.07.2018 22:00 - 10.07.2018 23:00","0","915"
"10.07.2018 23:00 - 11.07.2018 00:00","0","1632"
"11.07.2018 00:00 - 11.07.2018 01:00","0","2304"
"11.07.2018 01:00 - 11.07.2018 02:00","0","2608"
"11.07.2018 02:00 - 11.07.2018 03:00","0","2061"
"11.07.2018 03:00 - 11.07.2018 04:00","0","2088"
"11.07.2018 04:00 - 11.07.2018 05:00","0","2376"
"11.07.2018 05:00 - 11.07.2018 06:00","0","2298"
"11.07.2018 06:00 - 11.07.2018 07:00","0","1616"
"11.07.2018 07:00 - 11.07.2018 08:00","0","1559"
"11.07.2018 08:00 - 11.07.2018 09:00","0","1453"
"11.07.2018 09:00 - 11.07.2018 10:00","0","2154"
"11.07.2018 10:00 - 11.07.2018 11:00","0","1959"
"11.07.2018 11:00 - 11.07.2018 12:00","0","1968"
"11.07.2018 12:00 - 11.07.2018 13:00","0","1700"
"11.07.2018 13:00 - 11.07.2018 14:00","0","1661"
"11.07.2018 14:00 - 11.07.2018 15:00","0","1727"
"11.07.2018 15:00 - 11.07.2018 16:00","0","1595"
"11.07.2018 16:00 - 11.07.2018 17:00","0","1560"
"11.07.2018 17:00 - 11.07.2018 18:00","0","1722"
"11.07.2018 18:00 - 11.07.2018 19:00","0","1788"
"11.07.2018 19:00 - 11.07.2018 20:00","0","1607"
"11.07.2018 20:00 - 11.07.2018 21:00","0","1654"
"11.07.2018 21:00 - 11.07.2018 22:00","0","1603"
"11.07.2018 22:00 - 11.07.2018 23:00","0","2312"
"11.07.2018 23:00 - 12.07.2018 00:00","0","2903"
"12.07.2018 00:00 - 12.07.2018 01:00","0","2477"
"12.07.2018 01:00 - 12.07.2018 02:00","0","1900"
"12.07.2018 02:00 - 12.07.2018 03:00","0","1502"
"12.07.2018 03:00 - 12.07.2018 04:00","0","1157"
"12.07.2018 04:00 - 12.07.2018 05:00","0","1206"
"12.07.2018 05:00 - 12.07.2018 06:00","0","988"
"12.07.2018 06:00 - 12.07.2018 07:00","0","741"
"12.07.2018 07:00 - 12.07.2018 08:00","0","714"
"12.07.2018 08:00 - 12.07.2018 09:00","0","1517"
"12.07.2018 09:00 - 12.07.2018 10:00","0","1879"
"12.07.2018 10:00 - 12.07.2018 11:00","0","1927"
"12.07.2018 11:00 - 12.07.2018 12:00","0","1832"
"12.07.2018 12:00 - 12.07.2018 13:00","0","1770"
"12.07.2018 13:00 - 12.07.2018 14:00","0","1823"
"12.07.2018 14:00 - 12.07.2018 15:00","0","2000"
"12.07.2018 15:00 - 12.07.2018 16:00","0","2240"
"12.07.2018 16:00 - 12.07.2018 17:00","0","2381"
"12.07.2018 17:00 - 12.07.2018 18:00","0","2257"
"12.07.2018 18:00 - 12.07.2018 19:00","0","2307"
"12.07.2018 19:00 - 12.07.2018 20:00","0","2375"
"12.07.2018 20:00 - 12.07.2018 21:00","0","1959"
"12.07.2018 21:00 - 12.07.2018 22:00","0","1910"
"12.07.2018 22:00 - 12.07.2018 23:00","0","2953"
"12.07.2018 23:00 - 13.07.2018 00:00","0","3234"
"13.07.2018 00:00 - 13.07.2018 01:00","0","3208"
"13.07.2018 01:00 - 13.07.2018 02:00","0","3027"
"13.07.2018 02:00 - 13.07.2018 03:00","0","2771"
"13.07.2018 03:00 - 13.07.2018 04:00","0","2664"
"13.07.2018 04:00 - 13.07.2018 05:00","0","2693"
"13.07.2018 05:00 - 13.07.2018 06:00","0","2567"
"13.07.2018 06:00 - 13.07.2018 07:00","0","1402"
"13.07.2018 07:00 - 13.07.2018 08:00","0","1869"
"13.07.2018 08:00 - 13.07.2018 09:00","0","2403"
"13.07.2018 09:00 - 13.07.2018 10:00","0","2709"
"13.07.2018 10:00 - 13.07.2018 11:00","0","2842"
"13.07.2018 11:00 - 13.07.2018 12:00","0","2871"
"13.07.2018 12:00 - 13.07.2018 13:00","0","3017"
"13.07.2018 13:00 - 13.07.2018 14:00","0","2964"
"13.07.2018 14:00 - 13.07.2018 15:00","0","3381"
"13.07.2018 15:00 - 13.07.2018 16:00","0","3360"
"13.07.2018 16:00 - 13.07.2018 17:00","0","3326"
"13.07.2018 17:00 - 13.07.2018 18:00","0","2827"
"13.07.2018 18:00 - 13.07.2018 19:00","0","2745"
"13.07.2018 19:00 - 13.07.2018 20:00","0","2799"
"13.07.2018 20:00 - 13.07.2018 21:00","0","2751"
"13.07.2018 21:00 - 13.07.2018 22:00","0","2587"
"13.07.2018 22:00 - 13.07.2018 23:00","0","2799"
"13.07.2018 23:00 - 14.07.2018 00:00","0","3085"
"14.07.2018 00:00 - 14.07.2018 01:00","0","3506"
"14.07.2018 01:00 - 14.07.2018 02:00","0","3716"
"14.07.2018 02:00 - 14.07.2018 03:00","0","3364"
"14.07.2018 03:00 - 14.07.2018 04:00","0","3027"
"14.07.2018 04:00 - 14.07.2018 05:00","0","2815"
"14.07.2018 05:00 - 14.07.2018 06:00","0","2687"
"14.07.2018 06:00 - 14.07.2018 07:00","0","2324"
"14.07.2018 07:00 - 14.07.2018 08:00","0","1956"
"14.07.2018 08:00 - 14.07.2018 09:00","0","2174"
"14.07.2018 09:00 - 14.07.2018 10:00","0","2455"
"14.07.2018 10:00 - 14.07.2018 11:00","0","2840"
"14.07.2018 11:00 - 14.07.2018 12:00","0","3047"
"14.07.2018 12:00 - 14.07.2018 13:00","0","3275"
"14.07.2018 13:00 - 14.07.2018 14:00","0","3128"
"14.07.2018 14:00 - 14.07.2018 15:00","0","3097"
"14.07.2018 15:00 - 14.07.2018 16:00","0","3075"
"14.07.2018 16:00 - 14.07.2018 17:00","0","2985"
"14.07.2018 17:00 - 14.07.2018 18:00","0","3038"
"14.07.2018 18:00 - 14.07.2018 19:00","0","3010"
"14.07.2018 19:00 - 14.07.2018 20:00","0","2950"
"14.07.2018 20:00 - 14.07.2018 21:00","0","2981"
"14.07.2018 21:00 - 14.07.2018 22:00","0","2915"
"14.07.2018 22:00 - 14.07.2018 23:00","0","3345"
"14.07.2018 23:00 - 15.07.2018 00:00","0","3221"
"15.07.2018 00:00 - 15.07.2018 01:00","0","3478"
"15.07.2018 01:00 - 15.07.2018 02:00","0","3572"
"15.07.2018 02:00 - 15.07.2018 03:00","0","3343"
"15.07.2018 03:00 - 15.07.2018 04:00","0","3247"
"15.07.2018 04:00 - 15.07.2018 05:00","0","3126"
"15.07.2018 05:00 - 15.07.2018 06:00","0","3062"
"15.07.2018 06:00 - 15.07.2018 07:00","0","2735"
"15.07.2018 07:00 - 15.07.2018 08:00","0","2732"
"15.07.2018 08:00 - 15.07.2018 09:00","0","3138"
"15.07.2018 09:00 - 15.07.2018 10:00","0","3181"
"15.07.2018 10:00 - 15.07.2018 11:00","0","3163"
"15.07.2018 11:00 - 15.07.2018 12:00","0","3262"
"15.07.2018 12:00 - 15.07.2018 13:00","0","3267"
"15.07.2018 13:00 - 15.07.2018 14:00","0","3428"
"15.07.2018 14:00 - 15.07.2018 15:00","0","3678"
"15.07.2018 15:00 - 15.07.2018 16:00","0","3506"
"15.07.2018 16:00 - 15.07.2018 17:00","0","3263"
"15.07.2018 17:00 - 15.07.2018 18:00","0","3376"
"15.07.2018 18:00 - 15.07.2018 19:00","0","3292"
"15.07.2018 19:00 - 15.07.2018 20:00","0","3216"
"15.07.2018 20:00 - 15.07.2018 21:00","0","3498"
"15.07.2018 21:00 - 15.07.2018 22:00","0","3435"
"15.07.2018 22:00 - 15.07.2018 23:00","0","3775"
"15.07.2018 23:00 - 16.07.2018 00:00","0","3500"
"16.07.2018 00:00 - 16.07.2018 01:00","0","3479"
"16.07.2018 01:00 - 16.07.2018 02:00","0","3025"
"16.07.2018 02:00 - 16.07.2018 03:00","0","2594"
"16.07.2018 03:00 - 16.07.2018 04:00","0","2426"
"16.07.2018 04:00 - 16.07.2018 05:00","0","1990"
"16.07.2018 05:00 - 16.07.2018 06:00","0","1261"
"16.07.2018 06:00 - 16.07.2018 07:00","0","411"
"16.07.2018 07:00 - 16.07.2018 08:00","0","770"
"16.07.2018 08:00 - 16.07.2018 09:00","0","1517"
"16.07.2018 09:00 - 16.07.2018 10:00","0","2046"
"16.07.2018 10:00 - 16.07.2018 11:00","0","2230"
"16.07.2018 11:00 - 16.07.2018 12:00","0","2178"
"16.07.2018 12:00 - 16.07.2018 13:00","0","2423"
"16.07.2018 13:00 - 16.07.2018 14:00","0","2231"
"16.07.2018 14:00 - 16.07.2018 15:00","0","2723"
"16.07.2018 15:00 - 16.07.2018 16:00","0","2653"
"16.07.2018 16:00 - 16.07.2018 17:00","0","2872"
"16.07.2018 17:00 - 16.07.2018 18:00","0","2777"
"16.07.2018 18:00 - 16.07.2018 19:00","0","2388"
"16.07.2018 19:00 - 16.07.2018 20:00","0","2186"
"16.07.2018 20:00 - 16.07.2018 21:00","0","1704"
"16.07.2018 21:00 - 16.07.2018 22:00","0","1643"
"16.07.2018 22:00 - 16.07.2018 23:00","0","2244"
"16.07.2018 23:00 - 17.07.2018 00:00","0","2320"
"17.07.2018 00:00 - 17.07.2018 01:00","0","2533"
"17.07.2018 01:00 - 17.07.2018 02:00","0","2010"
"17.07.2018 02:00 - 17.07.2018 03:00","0","1779"
"17.07.2018 03:00 - 17.07.2018 04:00","0","1372"
"17.07.2018 04:00 - 17.07.2018 05:00","0","1260"
"17.07.2018 05:00 - 17.07.2018 06:00","0","1115"
"17.07.2018 06:00 - 17.07.2018 07:00","0","915"
"17.07.2018 07:00 - 17.07.2018 08:00","0","1455"
"17.07.2018 08:00 - 17.07.2018 09:00","0","1885"
"17.07.2018 09:00 - 17.07.2018 10:00","0","2398"
"17.07.2018 10:00 - 17.07.2018 11:00","0","2603"
"17.07.2018 11:00 - 17.07.2018 12:00","0","2805"
"17.07.2018 12:00 - 17.07.2018 13:00","0","2840"
"17.07.2018 13:00 - 17.07.2018 14:00","0","3090"
"17.07.2018 14:00 - 17.07.2018 15:00","0","3069"
"17.07.2018 15:00 - 17.07.2018 16:00","0","2836"
"17.07.2018 16:00 - 17.07.2018 17:00","0","2973"
"17.07.2018 17:00 - 17.07.2018 18:00","0","2869"
"17.07.2018 18:00 - 17.07.2018 19:00","0","2596"
"17.07.2018 19:00 - 17.07.2018 20:00","0","2650"
"17.07.2018 20:00 - 17.07.2018 21:00","0","2524"
"17.07.2018 21:00 - 17.07.2018 22:00","0","2963"
"17.07.2018 22:00 - 17.07.2018 23:00","0","3834"
"17.07.2018 23:00 - 18.07.2018 00:00","0","2341"
"18.07.2018 00:00 - 18.07.2018 01:00","0","3457"
"18.07.2018 01:00 - 18.07.2018 02:00","0","4106"
"18.07.2018 02:00 - 18.07.2018 03:00","0","3970"
"18.07.2018 03:00 - 18.07.2018 04:00","0","3977"
"18.07.2018 04:00 - 18.07.2018 05:00","0","3837"
"18.07.2018 05:00 - 18.07.2018 06:00","0","3546"
"18.07.2018 06:00 - 18.07.2018 07:00","0","2730"
"18.07.2018 07:00 - 18.07.2018 08:00","0","2528"
"18.07.2018 08:00 - 18.07.2018 09:00","0","3122"
"18.07.2018 09:00 - 18.07.2018 10:00","0","3470"
"18.07.2018 10:00 - 18.07.2018 11:00","0","3670"
"18.07.2018 11:00 - 18.07.2018 12:00","0","3723"
"18.07.2018 12:00 - 18.07.2018 13:00","0","3648"
"18.07.2018 13:00 - 18.07.2018 14:00","0","3371"
"18.07.2018 14:00 - 18.07.2018 15:00","0","3156"
"18.07.2018 15:00 - 18.07.2018 16:00","0","3179"
"18.07.2018 16:00 - 18.07.2018 17:00","0","2852"
"18.07.2018 17:00 - 18.07.2018 18:00","0","3386"
"18.07.2018 18:00 - 18.07.2018 19:00","0","3104"
"18.07.2018 19:00 - 18.07.2018 20:00","0","3162"
"18.07.2018 20:00 - 18.07.2018 21:00","0","3000"
"18.07.2018 21:00 - 18.07.2018 22:00","0","2927"
"18.07.2018 22:00 - 18.07.2018 23:00","0","3232"
"18.07.2018 23:00 - 19.07.2018 00:00","0","3185"
"19.07.2018 00:00 - 19.07.2018 01:00","0","3700"
"19.07.2018 01:00 - 19.07.2018 02:00","0","3512"
