,Biomass,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Other,Solar,Waste,Wind Onshore
0,2.8492554022935185e-15,2.8492355932274277e-15,2.8490174464169247e-15,2.8492781790336603e-15,2.8493091824556766e-15,2.8490174464169247e-15,2.849324136710867e-15,2.8493644808448347e-15
1,3.2277020472759982e-15,3.2276745038147056e-15,3.2274090729670797e-15,3.2276893038615107e-15,3.2276947141663998e-15,3.2274090729670797e-15,3.2277040592388905e-15,3.2277871322707472e-15
2,1.194873257804302e-12,1.194873300850862e-12,1.1947776841459783e-12,1.1948738058573115e-12,1.1948721907403231e-12,1.1947776841459783e-12,1.1948718679754724e-12,1.194874123936491e-12
3,1.281257427237878e-12,1.2812574640827999e-12,1.2811466429785926e-12,1.2812578513715253e-12,1.2812559992533878e-12,1.2811466429785926e-12,1.2812557310593158e-12,1.2812584646014686e-12
4,1.235245470235853e-12,1.2352454794798808e-12,1.2351427220641974e-12,1.2352458419699318e-12,1.2352441255643156e-12,1.2351427220641974e-12,1.2352438779768345e-12,1.2352463985516515e-12
5,9.31907404959503e-13,9.319074296758827e-13,9.31850459460971e-13,9.319076983057593e-13,9.319067786010096e-13,9.31850459460971e-13,9.319066561299664e-13,9.319078699787526e-13
6,1.481714351248698e-13,1.4817139629814115e-13,1.4817051965389784e-13,1.4817144231895208e-13,1.481713583914094e-13,1.4817051965389784e-13,1.4817135297319058e-13,1.4817142285105482e-13
7,9.290348536696564e-13,9.290348766215177e-13,9.289784329245012e-13,9.290351413421403e-13,9.290342387220824e-13,9.290218462270607e-13,9.290341189204496e-13,9.290353219878412e-13
8,9.345139749698314e-13,9.345139961427794e-13,9.344568013968538e-13,9.34514280143919e-13,9.345132333835455e-13,9.345007660034994e-13,9.345132333835455e-13,9.34514478102418e-13
9,9.24671846934891e-13,9.24671870363743e-13,9.246159233384848e-13,9.246721425574965e-13,9.246712529694284e-13,9.246641874933581e-13,9.24671134359094e-13,9.246723455423149e-13
10,3.0653807223492767e-15,3.0653399378301934e-15,3.0651865269662242e-15,3.0653608211132835e-15,3.065319441060554e-15,3.065443840128647e-15,3.065326668562112e-15,3.0654963153136263e-15
11,2.912981935643727e-15,2.912937760117425e-15,2.9128062440422716e-15,2.9129630978647272e-15,2.912899012351434e-15,2.913346445638911e-15,2.9129083416374612e-15,2.9131306944783822e-15
12,2.9917731779399697e-15,2.991723257539799e-15,2.991581859490526e-15,2.9917497674763336e-15,2.9917078739454013e-15,2.9918985827157363e-15,2.991714701336582e-15,2.9919217963470025e-15
13,3.031164489420671e-15,3.0311332109846154e-15,3.0310203816527867e-15,3.0310736881530004e-15,3.03103388777195e-15,3.0314882211669598e-15,3.031034563167722e-15,3.0312932836727484e-15
14,3.1694110490580348e-15,3.1693537976830495e-15,3.1692154623324723e-15,3.169315830288028e-15,3.1692358860566904e-15,3.1692154623324723e-15,3.1692358860566904e-15,3.169471075762108e-15
15,2.865564831235719e-15,2.8655216301426116e-15,2.8654081882319352e-15,2.865585406385423e-15,2.8654817098775174e-15,2.8654081882319352e-15,2.8654903915715914e-15,2.8657224206990774e-15
16,8.104778503760921e-14,8.104775748874564e-14,8.104745020524529e-14,8.104778029576908e-14,8.104772752369497e-14,8.104745020524529e-14,8.104772458770402e-14,8.104777544265217e-14
17,3.325030476648446e-12,3.3250294257394014e-12,3.32427328617786e-12,3.325037658361878e-12,3.325014524245243e-12,3.32427328617786e-12,3.325013289051208e-12,3.325042820082405e-12
18,3.479346617894516e-12,3.4793454460464506e-12,3.478525957054165e-12,3.4793545371475466e-12,3.4793314915123344e-12,3.478525957054165e-12,3.4793277341482647e-12,3.4793601940446384e-12
19,3.770112572367829e-12,3.770111162192214e-12,3.769168481754029e-12,3.770121967733878e-12,3.770093357098639e-12,3.769168481754029e-12,3.770090288966413e-12,3.770128660177842e-12
20,4.19287861059477e-12,4.1928773116435274e-12,4.191750948133717e-12,4.192890334871025e-12,4.1928547177768325e-12,4.191750948133717e-12,4.1928508954206845e-12,4.19289810330214e-12
21,4.8387492572878616e-12,4.838747462994883e-12,4.837329389232922e-12,4.838765053685234e-12,4.8387169905656906e-12,4.837329389232922e-12,4.838711795285787e-12,4.838774463119512e-12
22,6.499390912470637e-12,6.499388419539479e-12,6.497139976275459e-12,6.4994204239311155e-12,6.4993310766090724e-12,6.497139976275459e-12,6.499321241222842e-12,6.499439284077406e-12
23,6.687739956447302e-13,6.687740109030879e-13,6.687464447983776e-13,6.687740807007964e-13,6.687737639759604e-13,6.687464447983776e-13,6.687737161732008e-13,6.687741945326522e-13
24,5.315581506127841e-13,5.315581459099295e-13,5.315414672803862e-13,5.315581641443942e-13,5.315580128987732e-13,5.315414672803862e-13,5.315579875690682e-13,5.315582734749528e-13
25,4.839122773563098e-13,4.839122719862452e-13,4.838987097353072e-13,4.839122878080414e-13,4.839121610348318e-13,4.838987097353072e-13,4.839121404282118e-13,4.839123622730002e-13
26,3.528169059206203e-13,3.5281687496368717e-13,3.528102102791183e-13,3.528169117806618e-13,3.5281681944832793e-13,3.528102102791183e-13,3.528168105925646e-13,3.5281693397048935e-13
27,34.47475819738332,31.716777541593526,0.06894951640557558,37.922234017120566,14.47939844290728,0.06894951640557558,13.100408115012382,220.63845246319477
28,39.056179676767584,35.22714245355604,0.07658074447398272,42.11940945533683,16.081956337498273,0.07658074447398272,14.550341448213654,233.57127061591447
29,32.86443467842321,29.072384523221903,0.06320083593183731,34.76045975602387,13.27217554321642,0.06320083593183731,12.008158824815983,182.65041580887515
30,39.631338586257776,35.05849182630609,0.07621411267566007,41.91776196623362,16.004963659840715,0.07621411267566007,14.480681406523487,206.54024532449446
