,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
0,5.737464874805562e-10,5.736824124042503e-10,5.736858227339985e-10,5.736313118446596e-10,5.820303373612531e-10,5.736340205615873e-10,5.737674339311615e-10,5.737931229263969e-10
1,5.916468635376217e-10,5.915760097712299e-10,5.91582600011505e-10,5.915498282894976e-10,6.005679301624705e-10,5.915326853422317e-10,5.916704996291158e-10,5.916948000827908e-10
2,1.888432495036285e-10,1.8883233817545023e-10,1.8883382889107253e-10,1.8879631982383633e-10,1.8949576173383545e-10,1.8882301874047027e-10,1.8884998020664103e-10,1.8885669611302442e-10
3,2.78631381804721e-10,2.786165647267561e-10,2.786165647267561e-10,2.7854472964830134e-10,2.8019743667533457e-10,2.785996655247517e-10,2.7864272246256083e-10,2.786532475932186e-10
4,2.777158175913197e-10,2.7770045251975564e-10,2.7770194317424226e-10,2.7763052706595406e-10,2.792701841195993e-10,2.7768480519709193e-10,2.7772938838787545e-10,2.7773706965384507e-10
5,1.849305104467037e-10,1.8492053003269173e-10,1.8492397853596907e-10,1.8488920758558032e-10,1.8555538025734998e-10,1.849152138336043e-10,1.849415425439458e-10,1.8494589634364146e-10
6,2.2131265439349409e-10,2.2130202576671813e-10,2.2130362931862516e-10,2.2125797249279023e-10,2.2226981206636922e-10,2.2129476602352537e-10,2.2132622760372938e-10,2.213315072733385e-10
7,1.6885581267929045e-10,1.688471830447035e-10,1.6885060914701954e-10,1.6881976045248435e-10,1.6935142262631184e-10,1.68841172304019e-10,1.6886487420129723e-10,1.688682147129167e-10
8,2.3110390837556493e-10,2.3109181075362675e-10,2.3109308439283523e-10,2.310381024857078e-10,2.3121052479021442e-10,2.3108163478670728e-10,2.311177032910692e-10,2.3112311786005084e-10
9,2.5191916609242683e-10,2.519056267282211e-10,2.519049743946881e-10,2.5184140863152657e-10,2.5181031075396946e-10,2.518900738567682e-10,2.519338727099794e-10,2.519398755442975e-10
10,2.8964415806548363e-10,2.8962455158118953e-10,2.8962666937655585e-10,2.895432715397836e-10,2.8954861416054427e-10,2.896061411202664e-10,2.8965702226593553e-10,2.8966618822628497e-10
11,1.4088695619873287e-10,1.4087983505256053e-10,1.4088147139585753e-10,1.408551575819995e-10,1.4085944156666297e-10,1.4087067466992925e-10,1.4089152169639282e-10,1.4089430601180646e-10
12,1.7552656326792682e-10,1.7551678458907268e-10,1.7551803384206115e-10,1.7548272485032367e-10,1.7549170669336716e-10,1.755057907295671e-10,1.7553358905643857e-10,1.7553802551151049e-10
13,3.9333959378019456e-10,3.9330437442753273e-10,3.933028972438627e-10,3.9319585565959805e-10,3.9321949910656497e-10,3.932676507835393e-10,3.933544192660335e-10,3.9337213139313473e-10
14,2.56937234879203e-10,2.569185472017931e-10,2.5691828151070453e-10,2.5685119238649726e-10,2.5686616106210117e-10,2.5690158337237505e-10,2.5694691261142544e-10,2.569565399917702e-10
15,2.4323651062840337e-10,2.432212671569041e-10,2.4322287774365883e-10,2.431635695638713e-10,2.431350308350219e-10,2.432054174400736e-10,2.432463727553975e-10,2.432546654678624e-10
16,2.3607502077418607e-10,2.3606383272589845e-10,2.3607020416425846e-10,2.360070039071543e-10,2.3618523989915725e-10,2.360455832790068e-10,2.3608376967753803e-10,2.3609071122605725e-10
17,2.24197942064915e-10,2.241879129423462e-10,2.241998082746099e-10,2.241357513481521e-10,2.2517088166397487e-10,2.241713676706786e-10,2.2420605412106631e-10,2.2421074077178059e-10
18,2.510416681178363e-10,2.510286155615401e-10,2.510424699944716e-10,2.5096118435505383e-10,2.5228754449940134e-10,2.5100978772363415e-10,2.5104845003194716e-10,2.5105356774236464e-10
