,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore
0,1.5268718595798184e-10,1.5268796727306932e-10,1.5268443723411096e-10,1.5268836285687085e-10,1.5268406798013544e-10,1.526603605639975e-10,1.5265825448336527e-10,1.5306680881723246e-10,1.5269956377643333e-10
1,1.9421376422764907e-10,1.9422209475458761e-10,1.9421705861749614e-10,1.9422167348307762e-10,1.942175538336333e-10,1.9419603475299583e-10,1.9420841959604003e-10,1.9492981368988278e-10,1.942380465411895e-10
2,1.0215549974834105e-10,1.0215902431009051e-10,1.0215693395521369e-10,1.0215835111964529e-10,1.021563266941315e-10,1.0214701557943727e-10,1.0215275269526975e-10,1.0226104698375966e-10,1.0216404599751604e-10
3,4.619354539405974e-11,4.6194274585357665e-11,4.6193864182041804e-11,4.619469345865145e-11,4.619327172359253e-11,4.619248037993006e-11,4.6192991720957644e-11,4.618120261912266e-11,4.6195208691517595e-11
4,3.876296100383137e-11,3.8763476723992513e-11,3.876318899570908e-11,3.8763199245940256e-11,3.876272892271062e-11,3.876118180236365e-11,3.876258242522303e-11,3.8745854072715786e-11,3.876416306398349e-11
5,3.2060166007693655e-11,3.206053160885784e-11,3.206033425817562e-11,3.205845052191743e-11,3.205999672069808e-11,3.2058966636209245e-11,3.2059915550539026e-11,3.2041353761574255e-11,3.206101920761467e-11
6,2.0639551410713422e-11,2.0639698873447266e-11,2.0639618994703885e-11,2.062548740643095e-11,2.0639458354154565e-11,2.063904763443974e-11,2.0639446440580844e-11,2.062548740643095e-11,2.0639905505456968e-11
7,1.687125663836554e-11,1.6871350820909323e-11,1.6871298598331973e-11,1.6860466773782205e-11,1.687119772301655e-11,1.6870939849582132e-11,1.6871188540439232e-11,1.6860466773782205e-11,1.6871490892269422e-11
8,1.4320019665731656e-11,1.43200877171411e-11,1.4320051535601378e-11,1.4311581527040972e-11,1.4319978663407933e-11,1.4319798853989415e-11,1.4319975438728041e-11,1.4311581527040972e-11,1.4320188373847497e-11
9,1.5169462305840103e-11,1.516953730103775e-11,1.5169496750066523e-11,1.5160250101128806e-11,1.516944720450245e-11,1.5169226463664916e-11,1.5169411858047284e-11,1.5169022624348406e-11,1.516964839000099e-11
10,1.699954037992293e-11,1.6999634259377087e-11,1.699958273053394e-11,1.69886381469685e-11,1.69995296315091e-11,1.6999421084282196e-11,1.6999476360725065e-11,1.6999460022810298e-11,1.6999777449980993e-11
11,1.6527293145629646e-11,1.6527383051763814e-11,1.6527334257940835e-11,1.6516816748800734e-11,1.6527295796745293e-11,1.6527148887192826e-11,1.6527231879789226e-11,1.6527305812363903e-11,1.6527519250070854e-11
12,2.20979937834003e-11,2.209815661321701e-11,2.209806755173749e-11,2.2082784360823312e-11,2.2097995422827968e-11,2.2097719068140956e-11,2.209785232947817e-11,2.209805339751135e-11,2.2098417296948344e-11
13,2.6204270621511375e-11,2.6204504515269143e-11,2.6204374994914878e-11,2.618661058010087e-11,2.6204320551317155e-11,2.620342204075565e-11,2.6204080751209916e-11,2.6204350895704424e-11,2.6204886288769437e-11
14,2.490267020136558e-11,2.4902880234186665e-11,2.4902767457506863e-11,2.4885663959970386e-11,2.4902633858837694e-11,2.4901835425338538e-11,2.490249049510008e-11,2.4902684750886188e-11,2.4903221864848354e-11
15,2.4940449793477462e-11,2.4940646795668176e-11,2.4940532864266263e-11,2.4923419678687675e-11,2.494040817546279e-11,2.493967464699697e-11,2.4940276502778003e-11,2.4940405821835954e-11,2.4940984579708044e-11
16,2.570376962144267e-11,2.570398581688205e-11,2.5703864620594614e-11,2.5686353987612395e-11,2.5703726505711e-11,2.5702953157348536e-11,2.570358001660539e-11,2.5703524987889725e-11,2.5704348174949916e-11
17,2.90731760774405e-11,2.9073463815142212e-11,2.9073305991816823e-11,2.9072279897090932e-11,2.9073129433721375e-11,2.9072146101347223e-11,2.907290695544468e-11,2.9071913284732313e-11,2.9073921710841554e-11
18,3.528591348831553e-11,3.528635253587237e-11,3.528611222968988e-11,3.5285284460752455e-11,3.528594719981789e-11,3.5285077162073074e-11,3.528555539389745e-11,3.526951194726517e-11,3.528705304199049e-11
19,9.709591429066606e-11,9.709917774239588e-11,9.70972893076419e-11,9.709881427031979e-11,9.709591429066606e-11,9.70909435528838e-11,9.709328447340873e-11,9.718288908781678e-11,9.710476935086728e-11
20,1.0400327252734856e-10,1.0400703738982101e-10,1.0400484984155557e-10,1.0400767518258153e-10,1.0400316536474404e-10,1.0399817392027007e-10,1.0400051584027609e-10,1.0411583834907563e-10,1.0401338126841271e-10
21,4.0590066815829467e-10,4.059257295359991e-10,4.059112433996623e-10,4.0591988406858965e-10,4.0590114314842614e-10,4.058421286597367e-10,4.058825337072305e-10,4.0954619793659975e-10,4.05973113487659e-10
22,3.9051020897321164e-10,3.9053451640562744e-10,3.905208726302333e-10,3.9053749922710126e-10,3.90508311118719e-10,3.9042314336078924e-10,3.9049257875142616e-10,3.9384258759648664e-10,3.9058004898616373e-10
23,8.865369543097921e-11,8.865661741395446e-11,8.865494878240712e-11,8.865606120050832e-11,8.865076639211632e-11,8.864244879250032e-11,8.865153964337755e-11,8.871405177276556e-11,8.866120437518755e-11
24,3.3205163620734595e-11,3.3205574187855585e-11,3.320534349722756e-11,3.3204485967249506e-11,3.3205258708657906e-11,3.3203188985248266e-11,3.3204876565186866e-11,3.318630039323233e-11,3.3206176206772506e-11
25,2.7094221738826744e-11,2.7094492836400098e-11,2.70943422569058e-11,2.7094083639406702e-11,2.70943491428192e-11,2.7093461904510065e-11,2.7094026697659526e-11,2.707622810479964e-11,2.7094875201969236e-11
26,2.8347059687673345e-11,2.834736493606205e-11,2.834719784938629e-11,2.8328659658138734e-11,2.8346913624107545e-11,2.8346141578321696e-11,2.8346846436558177e-11,2.8328659658138734e-11,2.8347787138881925e-11
27,2.481765548342505e-11,2.481789260381266e-11,2.48177667950497e-11,2.4800734496045613e-11,2.481742631946705e-11,2.4816920809300073e-11,2.4817484815048916e-11,2.4800734496045613e-11,2.4818205018805682e-11
28,2.3235645254756534e-11,2.323584771883319e-11,2.3235762622155663e-11,2.321968096919462e-11,2.323544357471232e-11,2.323454716560704e-11,2.3235501404669237e-11,2.321968096919462e-11,2.323611524719825e-11
29,2.7205887046933e-11,2.7206180258611292e-11,2.7206130035693287e-11,2.718788772358101e-11,2.7205568868227618e-11,2.720438779349363e-11,2.7205703922299982e-11,2.718788772358101e-11,2.720654768685806e-11
30,3.3612049178048237e-11,3.3612514393466234e-11,3.361258789849767e-11,3.3610909875386193e-11,3.3611911438660366e-11,3.3609803589800944e-11,3.361177645666149e-11,3.359333504511774e-11,3.361307595686842e-11
