,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Onshore
0,6.772549955179068e-11,6.773735138872437e-11,6.772968524569898e-11,6.772834945619329e-11,6.772420125457216e-11,6.772846877580737e-11,6.772858210236578e-11,6.773007339358874e-11,6.771711259635533e-11,6.771972616802386e-11,6.770539866694938e-11,6.772491104154985e-11,6.773026050653672e-11
1,7.070182660756941e-11,7.071881356261563e-11,7.070640785169965e-11,7.070494434456253e-11,7.0700431057476e-11,7.070509224615819e-11,7.070464085680067e-11,7.070687356602957e-11,7.069278069405837e-11,7.069551181790479e-11,7.068053770391178e-11,7.070128937089164e-11,7.070704432873097e-11
2,6.922582601380878e-11,6.924020205444256e-11,6.923023804196879e-11,6.922887014236679e-11,6.922445216026909e-11,6.922892310586729e-11,6.92286657498439e-11,6.923062286342181e-11,6.921704090632106e-11,6.921986182789058e-11,6.920512301365636e-11,6.922524302197168e-11,6.92307324266941e-11
3,6.319007667230669e-11,6.319509171304172e-11,6.319371330569161e-11,6.319264183070335e-11,6.31889432470123e-11,6.31926134163492e-11,6.319210949913744e-11,6.319404108942083e-11,6.31826813999873e-11,6.31850566120633e-11,6.317192451917758e-11,6.318962129064715e-11,6.319401036986827e-11
4,5.152943755528302e-11,5.1520682522633145e-11,5.153181085869312e-11,5.153115013989494e-11,5.1528692714696945e-11,5.153112532194632e-11,5.153069780796925e-11,5.153203705948833e-11,5.152432180326227e-11,5.1526108045092695e-11,5.151593915372687e-11,5.1529140736932955e-11,5.1532011711866394e-11
5,5.153819758547453e-11,5.152948977245836e-11,5.1540563623675524e-11,5.153989985766732e-11,5.1537461677899856e-11,5.153986541130649e-11,5.1539369581729295e-11,5.154078579566864e-11,5.153309952614936e-11,5.1534787210824485e-11,5.152472846498783e-11,5.153789991591457e-11,5.154075458575132e-11
6,5.215253151351529e-11,5.21444481922628e-11,5.215494554679355e-11,5.215427084329478e-11,5.215173125831462e-11,5.215425341825107e-11,5.2153868837387045e-11,5.215516398385434e-11,5.2147234285878804e-11,5.21489436928946e-11,5.213884767034479e-11,5.2152219058388706e-11,5.215513278643996e-11
7,5.7129876040937886e-11,5.712712907247568e-11,5.713280202518738e-11,5.713198923120806e-11,5.7128956502944145e-11,5.7131915336635976e-11,5.7131608650145284e-11,5.7133004303424314e-11,5.712363307778494e-11,5.71255200009407e-11,5.711422059956636e-11,5.7129490748697397e-11,5.71329448641307e-11
8,6.23519308641738e-11,6.235580875330557e-11,6.235527014078283e-11,6.235427948072893e-11,6.23508237686654e-11,6.235429535364763e-11,6.235343053090259e-11,6.235561366029093e-11,6.234468104244524e-11,6.234679272555843e-11,6.234223759982943e-11,6.235140756216181e-11,6.235555390025265e-11
9,6.092117257639358e-11,6.09232266030563e-11,6.092448789632603e-11,6.092359676288083e-11,6.092027504760488e-11,6.092355087893299e-11,6.092301001737545e-11,6.092478747440849e-11,6.091432925823778e-11,6.09165007946431e-11,6.092279067699434e-11,6.092079476863258e-11,6.092471934651777e-11
10,7.543239663586923e-11,7.545839319841019e-11,7.543736096586729e-11,7.5436083017814e-11,7.543104001035475e-11,7.543606518062796e-11,7.543558836156149e-11,7.543804092270431e-11,7.542242165524503e-11,7.54254557795914e-11,7.54368077922824e-11,7.543179621361773e-11,7.543799273611023e-11
11,1.32868359533073e-10,1.331207628412127e-10,1.3288353273343557e-10,1.3287978527909201e-10,1.3286500027749514e-10,1.3287970465236937e-10,1.3287947999968652e-10,1.3288576446148536e-10,1.328479984673735e-10,1.3285361023487893e-10,1.328834371730059e-10,1.328668363677738e-10,1.3288575329815463e-10
12,1.5012884882336766e-10,1.5049122690036468e-10,1.5014767467695787e-10,1.5014268669641212e-10,1.501242377468615e-10,1.5014277030230576e-10,1.5014329698932507e-10,1.5015061276593436e-10,1.5010499247042394e-10,1.501116862835415e-10,1.5014821405799798e-10,1.5012696152127146e-10,1.501509143037873e-10
13,1.627867306225433e-10,1.632400383901801e-10,1.6280827679580957e-10,1.6280204899010897e-10,1.6278147440641787e-10,1.6280233395492146e-10,1.628037570874587e-10,1.628118289118752e-10,1.6276011595465717e-10,1.6276826350035781e-10,1.628089067373851e-10,1.6278450103371925e-10,1.6281234635631955e-10
14,1.5884395937267626e-10,1.5926688894187926e-10,1.5886536490359357e-10,1.58859005040737e-10,1.588387040767479e-10,1.5885933003313657e-10,1.588592237448479e-10,1.5886923529846072e-10,1.5881709636837558e-10,1.588251630476319e-10,1.588659808598966e-10,1.5884155362649414e-10,1.5887031693523138e-10
15,1.2292497712970983e-10,1.2312051846470018e-10,1.2293890720050782e-10,1.229351212230624e-10,1.22921799031308e-10,1.2293528740277995e-10,1.229337839333108e-10,1.2294108315042784e-10,1.2290576519045275e-10,1.229110658040535e-10,1.229389025501373e-10,1.2292395324600442e-10,1.2294175703165718e-10
16,1.3028797693116496e-10,1.3052424145973446e-10,1.3030366849488063e-10,1.3029955065541234e-10,1.3028467450140006e-10,1.3029966059701077e-10,1.3029798428516217e-10,1.3030616388159072e-10,1.3026768482619357e-10,1.3027291792418982e-10,1.3030258515269433e-10,1.3028707657789238e-10,1.3030695767964572e-10
17,1.4769409124385315e-10,1.4803941272096171e-10,1.4771390625447526e-10,1.4770793016820488e-10,1.4769024567221628e-10,1.477085897881845e-10,1.4770917401967873e-10,1.4771684951036265e-10,1.476704414389705e-10,1.4767717856470174e-10,1.4770623030329245e-10,1.4769288542499947e-10,1.4771790998918294e-10
18,2.5451064868927026e-10,2.5581009777352365e-10,2.5455565257474054e-10,2.545387430142259e-10,2.5450388836372555e-10,2.5454070708327295e-10,2.5455316984862633e-10,2.5456426831244587e-10,2.5445690329660613e-10,2.544746470108196e-10,2.545009493555934e-10,2.545083277917367e-10,2.545678282112723e-10
19,2.9404035633178186e-10,2.958089874859329e-10,2.9409580124242027e-10,2.9407340904895663e-10,2.940319017711569e-10,2.9407676603960167e-10,2.9409314578172953e-10,2.9410693223541146e-10,2.939722678277492e-10,2.939929758137024e-10,2.940136321930408e-10,2.9403838211450047e-10,2.9411170085705347e-10
20,2.979450809317906e-10,2.997641438753226e-10,2.9799915138518605e-10,2.979768410059358e-10,2.9793606365114517e-10,2.979812242998452e-10,2.9799339680836576e-10,2.980103846372439e-10,2.9787617823852235e-10,2.978974414390529e-10,2.979157739204826e-10,2.9794216621250774e-10,2.980149805934853e-10
21,3.0944272051892497e-10,3.114151847647884e-10,3.094986602180064e-10,3.09474489032406e-10,3.0943137082812147e-10,3.0947936599222963e-10,3.0949580185756034e-10,3.09511077124357e-10,3.0936875021951776e-10,3.093910430891792e-10,3.093995016168424e-10,3.0943854170361304e-10,3.0951596126305535e-10
22,2.5871930120700695e-10,2.6006382877510385e-10,2.5876618852364526e-10,2.587465067321313e-10,2.5871109484721627e-10,2.5875011134517273e-10,2.587638930891976e-10,2.5877478314572457e-10,2.586638030053465e-10,2.5868163610566143e-10,2.5867092531688067e-10,2.5871593912056165e-10,2.587784868976822e-10
23,2.680090092857888e-10,2.6945992329222896e-10,2.6805899604026996e-10,2.680382839633226e-10,2.680014896568699e-10,2.6804109440238833e-10,2.68049160039206e-10,2.680668540558106e-10,2.6795106976656146e-10,2.6796769969628073e-10,2.679501370724791e-10,2.6800610207025583e-10,2.6807040101535056e-10
24,9.677190716609297e-11,9.685443777131596e-11,9.678115780864899e-11,9.677823237700433e-11,9.676969298274001e-11,9.67783605807576e-11,9.677737870803515e-11,9.67818504962235e-11,9.675769107478992e-11,9.676096654748333e-11,9.674577622562648e-11,9.677090465657784e-11,9.678225669939725e-11
25,6.666817673962553e-11,6.667841576496111e-11,6.667255783155819e-11,6.667118570289698e-11,6.666720521656963e-11,6.66712630084969e-11,6.667047018907163e-11,6.667289916796728e-11,6.66601401509203e-11,6.666232857216414e-11,6.665015408232235e-11,6.666783206600434e-11,6.667307710220724e-11
26,5.8013559273125404e-11,5.801184043486355e-11,5.801683822366671e-11,5.8015847978694934e-11,5.801280728217908e-11,5.8015871172210446e-11,5.801496360734112e-11,5.8017098226118805e-11,5.800718850638001e-11,5.8009074491285685e-11,5.799876074164834e-11,5.801326169452067e-11,5.8017220795553047e-11
27,5.0916955572415237e-11,5.0907684620680727e-11,5.091949698891421e-11,5.091874110162925e-11,5.0916425383181145e-11,5.091876829781881e-11,5.091799448678357e-11,5.0919691338955014e-11,5.09120481486935e-11,5.0913560659706545e-11,5.090476070643634e-11,5.091676190227398e-11,5.091976725433637e-11
28,4.489536763421751e-11,4.4881063147119194e-11,4.48973094551891e-11,4.489673720423228e-11,4.489492289732007e-11,4.4896752206276104e-11,4.4895928720651327e-11,4.489746025475175e-11,4.489160480558728e-11,4.4892733131773006e-11,4.488525435709723e-11,4.489521319454142e-11,4.4897520688107497e-11
29,5.1705347507856485e-11,5.1696754046356766e-11,5.170791905580534e-11,5.170712092837945e-11,5.1704693748524914e-11,5.1707143063644963e-11,5.170644764344187e-11,5.1708107976650334e-11,5.170030112989814e-11,5.17017166659636e-11,5.1693228353959974e-11,5.1705101279033305e-11,5.170819981863596e-11
30,1.3524378841153505e-10,1.3550877202770235e-10,1.3526161913251665e-10,1.3525561400373024e-10,1.352398038587876e-10,1.3525596248049628e-10,1.3525316149001733e-10,1.35262887434731e-10,1.3522293871290132e-10,1.3522762971139642e-10,1.3520296683801474e-10,1.3524210383254232e-10,1.3526370157190884e-10
31,2.6440184201878843e-10,2.6581088476110863e-10,2.644532770196914e-10,2.644323640146767e-10,2.6439661446641304e-10,2.644322500864333e-10,2.644319227742053e-10,2.6445743355235533e-10,2.643464573969761e-10,2.6436869796105933e-10,2.643016311712398e-10,2.6439879660176427e-10,2.6446043060242136e-10
32,3.59448380272031e-10,3.6218784631517145e-10,3.5952120612057734e-10,3.5949110105642824e-10,3.594523202025716e-10,3.594899396810012e-10,3.594945973078933e-10,3.5952747731865666e-10,3.5935827558156397e-10,3.59390907294004e-10,3.593408949309698e-10,3.594434217015747e-10,3.5953247784662365e-10
33,3.068921237600941e-10,3.0882846708425293e-10,3.069493714674994e-10,3.069275012125921e-10,3.068965635993505e-10,3.0692646407335936e-10,3.069353964388766e-10,3.069553059086418e-10,3.068197894417057e-10,3.0684641701509664e-10,3.0690438021711787e-10,3.0688977674049874e-10,3.069592705663712e-10
34,2.884601996516231e-10,2.901557027785018e-10,2.88512285404141e-10,2.8849768994255214e-10,2.8846505372373056e-10,2.8849231130390326e-10,2.8850285947170984e-10,2.885190827098356e-10,2.884002450910967e-10,2.88421664805572e-10,2.884951463859938e-10,2.884577693062633e-10,2.8852273163388325e-10
35,2.8546163025995887e-10,2.8711985554308255e-10,2.855142750388141e-10,2.8549973749100774e-10,2.854665337070032e-10,2.854938209462951e-10,2.855020529929323e-10,2.8552011852425166e-10,2.854068633856687e-10,2.854239541377585e-10,2.855040742346945e-10,2.8545879587231125e-10,2.855235656531949e-10
36,2.752831489282015e-10,2.76818005867042e-10,2.753328632540351e-10,2.753196141264872e-10,2.752879336919365e-10,2.753146378427009e-10,2.753208599445404e-10,2.7533927400880703e-10,2.752311482110954e-10,2.752488306242445e-10,2.7532794819348333e-10,2.752819795051202e-10,2.753425597985673e-10
37,2.396079648624776e-10,2.407470429630305e-10,2.3964922778918836e-10,2.3963737346300764e-10,2.396117429191837e-10,2.396352227620334e-10,2.396368633072392e-10,2.396542214461887e-10,2.395665306972672e-10,2.395801146820197e-10,2.396466187819893e-10,2.3960782037160383e-10,2.396568377676165e-10
38,2.1037503094451602e-10,2.1122758946755348e-10,2.1041028961468743e-10,2.1040056794479602e-10,2.1037840421802158e-10,2.1039861320441273e-10,2.1039944902189103e-10,2.1041388130179474e-10,2.103408011234686e-10,2.1035199571559612e-10,2.1040748165952143e-10,2.1037547271827776e-10,2.1041583910548674e-10
39,2.101434200973118e-10,2.1099377249083434e-10,2.1017796741481662e-10,2.1016634296896726e-10,2.1014659209455992e-10,2.1016675292466508e-10,2.101667292995774e-10,2.101818278924388e-10,2.1010861023694301e-10,2.1012125471900096e-10,2.1017480470524216e-10,2.1014367046755833e-10,2.1018378670003152e-10
40,2.0185800132506243e-10,2.0263271073526102e-10,2.0189069536450862e-10,2.0188020252181498e-10,2.0186099811837987e-10,2.0188059535911177e-10,2.0188236550254264e-10,2.018940224266755e-10,2.018256344547457e-10,2.0183647009618538e-10,2.0188441182571265e-10,2.0185812203684444e-10,2.0189584170798608e-10
41,2.9701577027969525e-10,2.9882010725035267e-10,2.970717663864643e-10,2.970522688247334e-10,2.9702079307622543e-10,2.9705228642993355e-10,2.9705913536711287e-10,2.970786973867408e-10,2.969566662952111e-10,2.9697679330856395e-10,2.970395063480722e-10,2.970161517122501e-10,2.9708275178413513e-10
42,2.723038025546116e-10,2.738024443708775e-10,2.72354826732175e-10,2.72340077283176e-10,2.72308193059305e-10,2.7233800889019735e-10,2.723539323150905e-10,2.7236036946405673e-10,2.7225194688240587e-10,2.7227132589418466e-10,2.7229000067469617e-10,2.7230487179213473e-10,2.7236388959567023e-10
43,2.8402439154070985e-10,2.8566509108000356e-10,2.8407984240068765e-10,2.840646750691157e-10,2.8402950853475996e-10,2.840615310410212e-10,2.8408019145642635e-10,2.8408585648199027e-10,2.8396901689804787e-10,2.839909885059547e-10,2.8396979416744253e-10,2.840270654847894e-10,2.840896117500004e-10
44,2.829434255112296e-10,2.845698926513241e-10,2.829973519530511e-10,2.829816742647079e-10,2.8294775454568073e-10,2.829796310598942e-10,2.8299809941664263e-10,2.83003731553225e-10,2.8288831309845537e-10,2.8290898706175443e-10,2.8288674996273824e-10,2.829454158430324e-10,2.83007462234217e-10
45,2.598762003761779e-10,2.6123306696739474e-10,2.5992447568552536e-10,2.5991005614943914e-10,2.5988081900983303e-10,2.5990856155281734e-10,2.5992513621878435e-10,2.599295631179788e-10,2.598244832743524e-10,2.598466646591462e-10,2.598274120240706e-10,2.598780580908148e-10,2.5993264786204414e-10
46,2.493798386855264e-10,2.5062161761982117e-10,2.49424561435537e-10,2.4940864718269754e-10,2.4938378671605073e-10,2.494102223289287e-10,2.494186830070386e-10,2.4942929420108404e-10,2.493267094481254e-10,2.4935165297413025e-10,2.4933341719878547e-10,2.4938093752308776e-10,2.4943206341026767e-10
